name,usage_line,def_line,scope_type,range_type
result,316,165,globals,Long-Range
PrimeFactorizer,321,12,classes,Long-Range
outputStream,321,170,globals,Long-Range
PrimeFactorizer.printPrimeFactorization,322,34,methods,Long-Range
printInfo,326,183,methods,Long-Range
expected,326,325,locals,Short-Range
result,326,165,globals,Long-Range
expected,329,325,locals,Short-Range
result,329,165,globals,Long-Range
PrimeFactorizer,336,12,classes,Long-Range
outputStream,336,170,globals,Long-Range
PrimeFactorizer.printPrimeFactorization,337,34,methods,Long-Range
printInfo,341,183,methods,Long-Range
expected,341,340,locals,Short-Range
result,341,165,globals,Long-Range
expected,344,340,locals,Short-Range
result,344,165,globals,Long-Range
PrimeFactorizer,351,12,classes,Long-Range
outputStream,351,170,globals,Long-Range
PrimeFactorizer.printPrimeFactorization,352,34,methods,Long-Range
printInfo,356,183,methods,Long-Range
expected,356,355,locals,Short-Range
result,356,165,globals,Long-Range
expected,359,355,locals,Short-Range
result,359,165,globals,Long-Range
PrimeFactorizer,366,12,classes,Long-Range
outputStream,366,170,globals,Long-Range
PrimeFactorizer.printPrimeFactorization,367,34,methods,Long-Range
printInfo,371,183,methods,Long-Range
expected,371,370,locals,Short-Range
result,371,165,globals,Long-Range
expected,374,370,locals,Short-Range
result,374,165,globals,Long-Range
PrimeFactorizer,381,12,classes,Long-Range
outputStream,381,170,globals,Long-Range
PrimeFactorizer.printPrimeFactorization,382,34,methods,Long-Range
printInfo,386,183,methods,Long-Range
expected,386,385,locals,Short-Range
result,386,165,globals,Long-Range
expected,389,385,locals,Short-Range
result,389,165,globals,Long-Range
PrimeFactorizer,396,12,classes,Long-Range
outputStream,396,170,globals,Long-Range
PrimeFactorizer.printPrimeFactorization,397,34,methods,Long-Range
printInfo,401,183,methods,Long-Range
expected,401,400,locals,Short-Range
result,401,165,globals,Long-Range
expected,404,400,locals,Short-Range
result,404,165,globals,Long-Range
PrimeFactorizer,411,12,classes,Long-Range
outputStream,411,170,globals,Long-Range
PrimeFactorizer.printPrimeFactorization,412,34,methods,Long-Range
printInfo,416,183,methods,Long-Range
expected,416,415,locals,Short-Range
result,416,165,globals,Long-Range
expected,419,415,locals,Short-Range
result,419,165,globals,Long-Range
result,421,165,globals,Long-Range
PrimeFactorizer.printPrimeFactorization,422,34,methods,Long-Range
expected,423,415,locals,Short-Range
printInfo,424,183,methods,Long-Range
expected,424,423,locals,Short-Range
result,424,165,globals,Long-Range
expected,427,423,locals,Short-Range
result,427,165,globals,Long-Range
PrimeFactorizer,432,12,classes,Long-Range
outputStream,432,170,globals,Long-Range
PrimeFactorizer.printPrimeFactorization,433,34,methods,Long-Range
printInfo,437,183,methods,Long-Range
expected,437,436,locals,Short-Range
result,437,165,globals,Long-Range
expected,440,436,locals,Short-Range
result,440,165,globals,Long-Range
PrimeFactorizer,447,12,classes,Long-Range
outputStream,447,170,globals,Long-Range
i,448,448,locals,Short-Range
PrimeFactorizer.printPrimeFactorization,449,34,methods,Long-Range
i,449,448,locals,Short-Range
i,450,448,locals,Short-Range
expected,453,452,locals,Short-Range
result,453,165,globals,Long-Range
