name,usage_line,def_line,scope_type,range_type
key,435,431,globals,Short-Range
dataIn,436,434,locals,Short-Range
data,436,432,globals,Short-Range
key,440,431,globals,Short-Range
data,444,432,globals,Medium-Range
IMTreeNodeABCD,450,137,interfaces,Long-Range
getBoundingSphere,457,150,methods,Long-Range
myData,458,454,globals,Short-Range
ChrisMetricDataListABCD,466,616,classes,Long-Range
myData,466,454,globals,Medium-Range
myData,467,466,globals,Short-Range
refOne,467,462,locals,Short-Range
myData,468,466,globals,Short-Range
refTwo,468,463,locals,Short-Range
SphereABCD,472,261,classes,Long-Range
useMe,473,472,locals,Short-Range
myData,473,454,globals,Medium-Range
insert,477,141,methods,Long-Range
i,482,482,locals,Short-Range
myData,482,454,globals,Medium-Range
myData,484,454,globals,Medium-Range
i,484,482,locals,Short-Range
getKey,484,439,methods,Long-Range
getPointInInterior,484,122,methods,Long-Range
getDistance,484,133,methods,Long-Range
keyToAdd,484,477,locals,Short-Range
newDist,485,484,locals,Short-Range
bestDist,485,480,locals,Short-Range
newDist,486,484,locals,Short-Range
bestDist,486,480,locals,Short-Range
i,487,482,locals,Short-Range
bestIndex,487,481,locals,Short-Range
myData,492,454,globals,Long-Range
bestIndex,492,481,locals,Medium-Range
getData,492,443,methods,Long-Range
insert,492,477,methods,Medium-Range
keyToAdd,492,477,locals,Medium-Range
dataToAdd,492,477,locals,Medium-Range
newRef,495,492,locals,Short-Range
myData,496,454,globals,Long-Range
newRef,496,492,locals,Short-Range
myData,500,454,globals,Long-Range
getMaxSize,500,423,methods,Long-Range
SphereABCD,501,261,classes,Long-Range
myData,501,454,globals,Long-Range
InternalMTreeNodeABCD,502,450,classes,Long-Range
newOne,502,501,locals,Short-Range
returnVal,503,502,locals,Short-Range
findKClosest,510,147,methods,Long-Range
PQueueABCD,510,177,classes,Long-Range
i,511,511,locals,Short-Range
myData,511,454,globals,Long-Range
SphereABCD,512,261,classes,Long-Range
query,512,510,locals,Short-Range
myQ,512,510,locals,Short-Range
SphereABCD.intersects,513,284,methods,Long-Range
myData,513,454,globals,Long-Range
i,513,511,locals,Short-Range
getKey,513,439,methods,Long-Range
myData,514,454,globals,Long-Range
i,514,511,locals,Short-Range
getData,514,443,methods,Long-Range
findKClosest,514,510,methods,Short-Range
query,514,510,locals,Short-Range
myQ,514,510,locals,Short-Range
find,520,144,methods,Long-Range
SphereABCD,520,261,classes,Long-Range
DataWrapper,522,429,classes,Long-Range
i,525,525,locals,Short-Range
myData,525,454,globals,Long-Range
query,526,520,locals,Short-Range
myData,526,454,globals,Long-Range
i,526,525,locals,Short-Range
getKey,526,439,methods,Long-Range
returnVal,527,522,locals,Short-Range
myData,527,454,globals,Long-Range
i,527,525,locals,Short-Range
getData,527,443,methods,Long-Range
find,527,520,methods,Short-Range
query,527,520,locals,Short-Range
returnVal,531,522,locals,Short-Range
depth,534,153,methods,Long-Range
myData,535,454,globals,Long-Range
getData,535,443,methods,Long-Range
depth,535,534,methods,Short-Range
toMe,543,542,locals,Short-Range
maxSize,543,539,globals,Short-Range
maxSize,546,539,globals,Short-Range
IMetricDataListABCD,550,701,interfaces,Long-Range
getBoundingSphere,559,720,methods,Long-Range
myBoundingSphere,560,557,globals,Short-Range
size,563,714,methods,Long-Range
myData,564,554,globals,Short-Range
myData,565,554,globals,Medium-Range
get,570,711,methods,Long-Range
myData,571,554,globals,Medium-Range
pos,571,570,locals,Short-Range
replaceKey,574,708,methods,Long-Range
DataWrapper,575,429,classes,Long-Range
myData,575,554,globals,Medium-Range
pos,575,574,locals,Short-Range
DataWrapper,576,429,classes,Long-Range
keyToAdd,576,574,locals,Short-Range
temp,576,575,locals,Short-Range
myData,577,554,globals,Medium-Range
pos,577,574,locals,Short-Range
newOne,577,576,locals,Short-Range
add,580,705,methods,Long-Range
myData,583,554,globals,Medium-Range
keyToAdd,584,580,locals,Short-Range
SphereABCD,585,261,classes,Long-Range
myCentroid,585,584,locals,Short-Range
keyToAdd,585,580,locals,Short-Range
myBoundingSphere,585,557,globals,Medium-Range
myData,586,554,globals,Long-Range
myBoundingSphere,590,585,globals,Short-Range
keyToAdd,590,580,locals,Short-Range
myData,594,586,globals,Short-Range
DataWrapper,594,429,classes,Long-Range
keyToAdd,594,580,locals,Medium-Range
dataToAdd,594,580,locals,Medium-Range
splitInTwo,598,717,methods,Long-Range
myData,602,554,globals,Long-Range
AMetricDataListABCD,606,550,classes,Long-Range
withMe,607,606,locals,Short-Range
myData,607,554,globals,Long-Range
withMe,608,606,locals,Short-Range
myBoundingSphere,608,557,globals,Long-Range
AMetricDataListABCD,616,550,classes,Long-Range
splitInTwo,619,598,methods,Medium-Range
DataWrapper,622,429,classes,Long-Range
getList,622,601,methods,Medium-Range
i,625,625,locals,Short-Range
myData,625,622,locals,Short-Range
i,626,625,locals,Short-Range
j,626,626,locals,Short-Range
myData,626,622,locals,Short-Range
DataWrapper,629,429,classes,Long-Range
myData,629,622,locals,Short-Range
i,629,625,locals,Short-Range
DataWrapper,630,429,classes,Long-Range
myData,630,622,locals,Short-Range
j,630,626,locals,Short-Range
pointOne,633,629,locals,Short-Range
getPointInInterior,633,122,methods,Long-Range
getDistance,633,133,methods,Long-Range
pointTwo,633,630,locals,Short-Range
curDist,636,633,locals,Short-Range
maxDist,636,624,locals,Medium-Range
curDist,637,633,locals,Short-Range
maxDist,637,624,locals,Medium-Range
i,638,625,locals,Medium-Range
bestI,638,623,locals,Medium-Range
j,639,626,locals,Medium-Range
bestJ,639,623,locals,Medium-Range
DataWrapper,645,429,classes,Long-Range
myData,645,622,locals,Medium-Range
bestI,645,623,locals,Medium-Range
DataWrapper,646,429,classes,Long-Range
myData,646,622,locals,Medium-Range
bestJ,646,623,locals,Medium-Range
AMetricDataListABCD,649,550,classes,Long-Range
ChrisMetricDataListABCD,649,616,classes,Long-Range
AMetricDataListABCD,650,550,classes,Long-Range
ChrisMetricDataListABCD,650,616,classes,Long-Range
listOne,653,649,locals,Short-Range
pointOne,653,645,locals,Short-Range
listTwo,654,650,locals,Short-Range
pointTwo,654,646,locals,Short-Range
myData,657,622,locals,Long-Range
i,664,664,locals,Short-Range
myData,664,622,locals,Long-Range
myData,665,622,locals,Long-Range
i,665,664,locals,Short-Range
getKey,665,439,methods,Long-Range
getPointInInterior,665,122,methods,Long-Range
getDistance,665,133,methods,Long-Range
pointOne,665,645,locals,Medium-Range
bestDist,665,661,locals,Short-Range
myData,666,622,locals,Long-Range
i,666,664,locals,Short-Range
getKey,666,439,methods,Long-Range
getPointInInterior,666,122,methods,Long-Range
getDistance,666,133,methods,Long-Range
pointOne,666,645,locals,Medium-Range
bestDist,666,661,locals,Short-Range
i,667,664,locals,Short-Range
bestIndex,667,660,locals,Short-Range
listOne,672,649,locals,Medium-Range
myData,672,622,locals,Long-Range
bestIndex,672,660,locals,Medium-Range
getKey,672,439,methods,Long-Range
getData,672,443,methods,Long-Range
myData,673,622,locals,Long-Range
bestIndex,673,660,locals,Medium-Range
myData,676,622,locals,Long-Range
bestDist,680,661,locals,Medium-Range
i,681,681,locals,Short-Range
myData,681,622,locals,Long-Range
myData,682,622,locals,Long-Range
i,682,681,locals,Short-Range
getKey,682,439,methods,Long-Range
getPointInInterior,682,122,methods,Long-Range
getDistance,682,133,methods,Long-Range
pointTwo,682,646,locals,Long-Range
bestDist,682,680,locals,Short-Range
myData,683,622,locals,Long-Range
i,683,681,locals,Short-Range
getKey,683,439,methods,Long-Range
getPointInInterior,683,122,methods,Long-Range
getDistance,683,133,methods,Long-Range
pointTwo,683,646,locals,Long-Range
bestDist,683,680,locals,Short-Range
i,684,681,locals,Short-Range
bestIndex,684,660,locals,Medium-Range
listTwo,689,650,locals,Long-Range
myData,689,622,locals,Long-Range
bestIndex,689,660,locals,Medium-Range
getKey,689,439,methods,Long-Range
getData,689,443,methods,Long-Range
myData,690,622,locals,Long-Range
bestIndex,690,660,locals,Medium-Range
replaceGuts,694,606,methods,Long-Range
listOne,694,649,locals,Long-Range
listTwo,697,650,locals,Long-Range
IMTree,724,8,interfaces,Long-Range
InternalMTreeNodeABCD.setMaxSize,731,542,methods,Long-Range
intNodeSize,731,730,locals,Short-Range
LeafMTreeNodeABCD.setMaxSize,732,420,methods,Long-Range
leafNodeSize,732,730,locals,Short-Range
LeafMTreeNodeABCD,733,351,classes,Long-Range
root,733,727,globals,Short-Range
insert,737,11,methods,Long-Range
root,740,727,globals,Medium-Range
keyToAdd,740,737,locals,Short-Range
dataToAdd,740,737,locals,Short-Range
res,743,740,locals,Short-Range
InternalMTreeNodeABCD,744,450,classes,Long-Range
root,744,727,globals,Medium-Range
res,744,740,locals,Short-Range
find,749,16,methods,Long-Range
root,750,727,globals,Medium-Range
SphereABCD,750,261,classes,Long-Range
query,750,749,locals,Short-Range
distance,750,749,locals,Short-Range
findKClosest,754,26,methods,Long-Range
PQueueABCD,755,177,classes,Long-Range
k,755,754,locals,Short-Range
root,756,727,globals,Medium-Range
query,756,754,locals,Short-Range
myQ,756,755,locals,Short-Range
PQueueABCD.done,757,248,methods,Long-Range
depth,761,31,methods,Long-Range
root,762,727,globals,Long-Range
IMTree,767,8,interfaces,Long-Range
InternalMTreeNodeABCD.setMaxSize,774,542,methods,Long-Range
intNodeSize,774,773,locals,Short-Range
LeafMTreeNodeABCD.setMaxSize,775,420,methods,Long-Range
leafNodeSize,775,773,locals,Short-Range
LeafMTreeNodeABCD,776,351,classes,Long-Range
root,776,770,globals,Short-Range
insert,780,11,methods,Long-Range
root,783,770,globals,Medium-Range
keyToAdd,783,780,locals,Short-Range
dataToAdd,783,780,locals,Short-Range
res,786,783,locals,Short-Range
InternalMTreeNodeABCD,787,450,classes,Long-Range
root,787,770,globals,Medium-Range
res,787,783,locals,Short-Range
find,792,16,methods,Long-Range
root,793,770,globals,Medium-Range
SphereABCD,793,261,classes,Long-Range
query,793,792,locals,Short-Range
distance,793,792,locals,Short-Range
findKClosest,797,26,methods,Long-Range
PQueueABCD,798,177,classes,Long-Range
k,798,797,locals,Short-Range
root,799,770,globals,Medium-Range
query,799,797,locals,Short-Range
myQ,799,798,locals,Short-Range
PQueueABCD.done,800,248,methods,Long-Range
depth,804,31,methods,Long-Range
root,805,770,globals,Long-Range
TestCase,816,1,libraries,Long-Range
setOne,823,819,locals,Short-Range
setTwo,823,819,locals,Short-Range
Collections,824,4,libraries,Long-Range
setOne,824,819,locals,Short-Range
Collections,825,4,libraries,Long-Range
setTwo,825,819,locals,Short-Range
i,826,826,locals,Short-Range
setOne,826,819,locals,Short-Range
setOne,827,819,locals,Short-Range
i,827,826,locals,Short-Range
setTwo,827,819,locals,Short-Range
returnVal,828,822,locals,Short-Range
returnVal,833,822,locals,Medium-Range
i,838,838,locals,Short-Range
setOne,838,819,locals,Medium-Range
setOne,839,819,locals,Medium-Range
i,839,838,locals,Short-Range
i,842,842,locals,Short-Range
setTwo,842,819,locals,Medium-Range
setTwo,843,819,locals,Medium-Range
i,843,842,locals,Short-Range
returnVal,847,833,locals,Medium-Range
Random,860,3,libraries,Long-Range
OneDimPoint,861,304,classes,Long-Range
SCMTree,861,767,classes,Long-Range
internalNodeSize,861,857,locals,Short-Range
leafNodeSize,861,857,locals,Short-Range
OneDimPoint,862,304,classes,Long-Range
MTree,862,724,classes,Long-Range
internalNodeSize,862,857,locals,Short-Range
leafNodeSize,862,857,locals,Short-Range
orderThemOrNot,865,856,locals,Short-Range
i,866,866,locals,Short-Range
numPoints,866,857,locals,Short-Range
i,867,866,locals,Short-Range
numPoints,867,857,locals,Short-Range
SCMTree.insert,868,780,methods,Long-Range
OneDimPoint,868,304,classes,Long-Range
nextOne,868,867,locals,Short-Range
numPoints,868,857,locals,Medium-Range
toString,868,110,methods,Long-Range
MTree.insert,869,737,methods,Long-Range
OneDimPoint,869,304,classes,Long-Range
nextOne,869,867,locals,Short-Range
numPoints,869,857,locals,Medium-Range
toString,869,110,methods,Long-Range
i,872,872,locals,Short-Range
numPoints,872,857,locals,Medium-Range
rn,873,860,locals,Medium-Range
SCMTree.insert,874,780,methods,Long-Range
OneDimPoint,874,304,classes,Long-Range
nextOne,874,873,locals,Short-Range
numPoints,874,857,locals,Medium-Range
toString,874,110,methods,Long-Range
MTree.insert,875,737,methods,Long-Range
OneDimPoint,875,304,classes,Long-Range
nextOne,875,873,locals,Short-Range
numPoints,875,857,locals,Medium-Range
toString,875,110,methods,Long-Range
minDepth,879,856,locals,Medium-Range
MTree.depth,879,761,methods,Long-Range
OneDimPoint,882,304,classes,Long-Range
numPoints,882,857,locals,Medium-Range
DataWrapper,883,429,classes,Long-Range
OneDimPoint,883,304,classes,Long-Range
SCMTree.find,883,792,methods,Long-Range
query,883,882,locals,Short-Range
expectedQuerySize,883,857,locals,Medium-Range
DataWrapper,884,429,classes,Long-Range
OneDimPoint,884,304,classes,Long-Range
MTree.find,884,749,methods,Long-Range
query,884,882,locals,Short-Range
expectedQuerySize,884,857,locals,Medium-Range
i,888,888,locals,Short-Range
result1,888,883,locals,Short-Range
setOne,889,887,locals,Short-Range
result1,889,883,locals,Short-Range
i,889,888,locals,Short-Range
getData,889,443,methods,Long-Range
i,891,891,locals,Short-Range
result2,891,884,locals,Short-Range
setTwo,892,887,locals,Short-Range
result2,892,884,locals,Short-Range
i,892,891,locals,Short-Range
getData,892,443,methods,Long-Range
compareStringSets,894,819,methods,Long-Range
setOne,894,887,locals,Short-Range
setTwo,894,887,locals,Short-Range
OneDimPoint,897,304,classes,Long-Range
numPoints,897,857,locals,Long-Range
query,897,882,locals,Medium-Range
SCMTree.find,898,792,methods,Long-Range
query,898,897,locals,Short-Range
expectedQuerySize,898,857,locals,Long-Range
result1,898,883,locals,Medium-Range
MTree.find,899,749,methods,Long-Range
query,899,897,locals,Short-Range
expectedQuerySize,899,857,locals,Long-Range
result2,899,884,locals,Medium-Range
setOne,902,887,locals,Medium-Range
setTwo,903,887,locals,Medium-Range
i,904,904,locals,Short-Range
result1,904,898,locals,Short-Range
setOne,905,902,locals,Short-Range
result1,905,898,locals,Short-Range
i,905,904,locals,Short-Range
getData,905,443,methods,Long-Range
i,907,907,locals,Short-Range
result2,907,899,locals,Short-Range
setTwo,908,903,locals,Short-Range
result2,908,899,locals,Short-Range
i,908,907,locals,Short-Range
getData,908,443,methods,Long-Range
compareStringSets,910,819,methods,Long-Range
setOne,910,902,locals,Short-Range
setTwo,910,903,locals,Short-Range
Random,918,3,libraries,Long-Range
OneDimPoint,919,304,classes,Long-Range
SCMTree,919,767,classes,Long-Range
internalNodeSize,919,915,locals,Short-Range
leafNodeSize,919,915,locals,Short-Range
OneDimPoint,920,304,classes,Long-Range
MTree,920,724,classes,Long-Range
internalNodeSize,920,915,locals,Short-Range
leafNodeSize,920,915,locals,Short-Range
orderThemOrNot,923,914,locals,Short-Range
i,924,924,locals,Short-Range
numPoints,924,915,locals,Short-Range
i,925,924,locals,Short-Range
numPoints,925,915,locals,Short-Range
SCMTree.insert,926,780,methods,Long-Range
OneDimPoint,926,304,classes,Long-Range
nextOne,926,925,locals,Short-Range
numPoints,926,915,locals,Medium-Range
toString,926,110,methods,Long-Range
MTree.insert,927,737,methods,Long-Range
OneDimPoint,927,304,classes,Long-Range
nextOne,927,925,locals,Short-Range
numPoints,927,915,locals,Medium-Range
toString,927,110,methods,Long-Range
i,930,930,locals,Short-Range
numPoints,930,915,locals,Medium-Range
rn,931,918,locals,Medium-Range
SCMTree.insert,932,780,methods,Long-Range
OneDimPoint,932,304,classes,Long-Range
nextOne,932,931,locals,Short-Range
numPoints,932,915,locals,Medium-Range
toString,932,110,methods,Long-Range
MTree.insert,933,737,methods,Long-Range
OneDimPoint,933,304,classes,Long-Range
nextOne,933,931,locals,Short-Range
numPoints,933,915,locals,Medium-Range
toString,933,110,methods,Long-Range
minDepth,937,914,locals,Medium-Range
MTree.depth,937,761,methods,Long-Range
OneDimPoint,940,304,classes,Long-Range
numPoints,940,915,locals,Medium-Range
DataWrapper,941,429,classes,Long-Range
OneDimPoint,941,304,classes,Long-Range
SCMTree.findKClosest,941,797,methods,Long-Range
query,941,940,locals,Short-Range
querySize,941,915,locals,Medium-Range
DataWrapper,942,429,classes,Long-Range
OneDimPoint,942,304,classes,Long-Range
MTree.findKClosest,942,754,methods,Long-Range
query,942,940,locals,Short-Range
querySize,942,915,locals,Medium-Range
i,946,946,locals,Short-Range
result1,946,941,locals,Short-Range
setOne,947,945,locals,Short-Range
result1,947,941,locals,Short-Range
i,947,946,locals,Short-Range
getData,947,443,methods,Long-Range
i,949,949,locals,Short-Range
result2,949,942,locals,Short-Range
setTwo,950,945,locals,Short-Range
result2,950,942,locals,Short-Range
i,950,949,locals,Short-Range
getData,950,443,methods,Long-Range
compareStringSets,952,819,methods,Long-Range
setOne,952,945,locals,Short-Range
setTwo,952,945,locals,Short-Range
OneDimPoint,955,304,classes,Long-Range
query,955,940,locals,Medium-Range
SCMTree.findKClosest,956,797,methods,Long-Range
query,956,955,locals,Short-Range
querySize,956,915,locals,Long-Range
result1,956,941,locals,Medium-Range
MTree.findKClosest,957,754,methods,Long-Range
query,957,955,locals,Short-Range
querySize,957,915,locals,Long-Range
result2,957,942,locals,Medium-Range
setOne,960,945,locals,Medium-Range
setTwo,961,945,locals,Medium-Range
i,962,962,locals,Short-Range
result1,962,956,locals,Short-Range
setOne,963,960,locals,Short-Range
result1,963,956,locals,Short-Range
i,963,962,locals,Short-Range
getData,963,443,methods,Long-Range
i,965,965,locals,Short-Range
result2,965,957,locals,Short-Range
setTwo,966,961,locals,Short-Range
result2,966,957,locals,Short-Range
i,966,965,locals,Short-Range
getData,966,443,methods,Long-Range
compareStringSets,968,819,methods,Long-Range
setOne,968,960,locals,Short-Range
setTwo,968,961,locals,Short-Range
Random,980,3,libraries,Long-Range
MultiDimPoint,981,324,classes,Long-Range
SCMTree,981,767,classes,Long-Range
internalNodeSize,981,977,locals,Short-Range
leafNodeSize,981,977,locals,Short-Range
MultiDimPoint,982,324,classes,Long-Range
MTree,982,724,classes,Long-Range
internalNodeSize,982,977,locals,Short-Range
leafNodeSize,982,977,locals,Short-Range
MultiDimPoint,987,324,classes,Long-Range
MultiDimPoint,988,324,classes,Long-Range
orderThemOrNot,991,976,locals,Medium-Range
i,993,993,locals,Short-Range
numPoints,993,977,locals,Medium-Range
numDims,994,976,locals,Medium-Range
i,994,993,locals,Short-Range
numDims,995,976,locals,Medium-Range
i,995,993,locals,Short-Range
SCMTree.insert,996,780,methods,Long-Range
MultiDimPoint,996,324,classes,Long-Range
temp1,996,994,locals,Short-Range
MTree.insert,997,737,methods,Long-Range
MultiDimPoint,997,324,classes,Long-Range
temp2,997,995,locals,Short-Range
MultiDimPoint,1001,324,classes,Long-Range
numDims,1001,976,locals,Medium-Range
numPoints,1001,977,locals,Medium-Range
query1,1001,987,locals,Medium-Range
MultiDimPoint,1002,324,classes,Long-Range
numDims,1002,976,locals,Medium-Range
query2,1002,988,locals,Medium-Range
numDims,1003,976,locals,Medium-Range
expectedQuerySize,1003,977,locals,Medium-Range
dist1,1003,985,locals,Medium-Range
numDims,1004,976,locals,Medium-Range
expectedQuerySize,1004,977,locals,Medium-Range
dist2,1004,986,locals,Medium-Range
i,1009,1009,locals,Short-Range
numPoints,1009,977,locals,Long-Range
numDims,1010,976,locals,Long-Range
numDims,1011,976,locals,Long-Range
j,1012,1012,locals,Short-Range
numDims,1012,976,locals,Long-Range
rn,1013,980,locals,Long-Range
temp1,1015,1010,locals,Short-Range
j,1015,1012,locals,Short-Range
curVal,1015,1013,locals,Short-Range
temp2,1016,1011,locals,Short-Range
j,1016,1012,locals,Short-Range
curVal,1016,1013,locals,Short-Range
SCMTree.insert,1021,780,methods,Long-Range
MultiDimPoint,1021,324,classes,Long-Range
temp1,1021,1010,locals,Medium-Range
MTree.insert,1022,737,methods,Long-Range
MultiDimPoint,1022,324,classes,Long-Range
temp2,1022,1011,locals,Medium-Range
MultiDimPoint,1026,324,classes,Long-Range
numDims,1026,976,locals,Long-Range
query1,1026,1001,locals,Medium-Range
MultiDimPoint,1027,324,classes,Long-Range
numDims,1027,976,locals,Long-Range
query2,1027,1002,locals,Medium-Range
DataWrapper,1030,429,classes,Long-Range
MultiDimPoint,1030,324,classes,Long-Range
SCMTree.findKClosest,1030,797,methods,Long-Range
query1,1030,1026,locals,Short-Range
expectedQuerySize,1030,977,locals,Long-Range
DataWrapper,1031,429,classes,Long-Range
MultiDimPoint,1031,324,classes,Long-Range
SCMTree.findKClosest,1031,797,methods,Long-Range
query2,1031,1027,locals,Short-Range
expectedQuerySize,1031,977,locals,Long-Range
i,1034,1034,locals,Short-Range
expectedQuerySize,1034,977,locals,Long-Range
result1,1035,1030,locals,Short-Range
i,1035,1034,locals,Short-Range
getKey,1035,439,methods,Long-Range
getDistance,1035,133,methods,Long-Range
query1,1035,1026,locals,Short-Range
newDist,1036,1035,locals,Short-Range
dist1,1036,1003,locals,Long-Range
newDist,1037,1035,locals,Short-Range
dist1,1037,1003,locals,Long-Range
result2,1038,1031,locals,Short-Range
i,1038,1034,locals,Short-Range
getKey,1038,439,methods,Long-Range
getDistance,1038,133,methods,Long-Range
query2,1038,1027,locals,Medium-Range
newDist,1038,1035,locals,Short-Range
newDist,1039,1038,locals,Short-Range
dist2,1039,1004,locals,Long-Range
newDist,1040,1038,locals,Short-Range
dist2,1040,1004,locals,Long-Range
minDepth,1044,976,locals,Long-Range
MTree.depth,1044,761,methods,Long-Range
DataWrapper,1047,429,classes,Long-Range
