name,usage_line,def_line,scope_type,range_type
right,246,137,globals,Long-Range
Occupied,247,134,classes,Long-Range
val,247,138,globals,Long-Range
oldLeft,247,245,locals,Short-Range
oldRight,247,246,locals,Short-Range
left,247,136,globals,Long-Range
oldRight,248,246,locals,Short-Range
right,248,137,globals,Long-Range
oldRight,249,246,locals,Short-Range
val,249,138,globals,Long-Range
setHeight,250,210,methods,Long-Range
makeLeftDeep,253,38,methods,Long-Range
left,255,136,globals,Long-Range
right,255,137,globals,Long-Range
AVLNode,258,28,classes,Long-Range
left,258,136,globals,Long-Range
AVLNode,259,28,classes,Long-Range
right,259,137,globals,Long-Range
Occupied,260,134,classes,Long-Range
val,260,138,globals,Long-Range
oldLeft,260,258,locals,Short-Range
oldRight,260,259,locals,Short-Range
left,260,136,globals,Long-Range
oldRight,261,259,locals,Short-Range
right,261,137,globals,Long-Range
oldRight,262,259,locals,Short-Range
val,262,138,globals,Long-Range
setHeight,263,210,methods,Long-Range
makeRightDeep,266,39,methods,Long-Range
right,268,137,globals,Long-Range
left,268,136,globals,Long-Range
AVLNode,271,28,classes,Long-Range
left,271,136,globals,Long-Range
AVLNode,272,28,classes,Long-Range
right,272,137,globals,Long-Range
oldLeft,273,271,locals,Short-Range
left,273,136,globals,Long-Range
Occupied,274,134,classes,Long-Range
val,274,138,globals,Long-Range
oldLeft,274,271,locals,Short-Range
oldRight,274,272,locals,Short-Range
right,274,137,globals,Long-Range
oldLeft,275,271,locals,Short-Range
val,275,138,globals,Long-Range
setHeight,276,210,methods,Long-Range
Data,280,114,classes,Long-Range
AVLNode,280,28,classes,Long-Range
valIn,281,280,locals,Short-Range
val,281,138,globals,Long-Range
leftIn,282,280,locals,Short-Range
left,282,136,globals,Long-Range
rightIn,283,280,locals,Short-Range
right,283,137,globals,Long-Range
setHeight,284,210,methods,Long-Range
insert,287,29,methods,Long-Range
myKey,289,287,locals,Short-Range
val,289,138,globals,Long-Range
left,290,136,globals,Long-Range
myKey,290,287,locals,Short-Range
myVal,290,287,locals,Short-Range
right,292,137,globals,Long-Range
myKey,292,287,locals,Short-Range
myVal,292,287,locals,Short-Range
left,295,290,globals,Short-Range
right,295,292,globals,Short-Range
raiseLeft,296,225,methods,Long-Range
right,297,292,globals,Short-Range
left,297,290,globals,Short-Range
raiseRight,298,239,methods,Long-Range
setHeight,300,210,methods,Long-Range
EmptyNode,307,48,classes,Long-Range
root,310,307,globals,Short-Range
val,310,309,locals,Short-Range
insertMe,310,309,locals,Short-Range
root,315,307,globals,Short-Range
temp,315,314,locals,Short-Range
temp,316,314,locals,Short-Range
root,320,307,globals,Medium-Range
root,324,307,globals,Medium-Range
root,328,307,globals,Medium-Range
root,332,307,globals,Medium-Range
checkMe,352,348,locals,Short-Range
startPos,352,351,locals,Short-Range
startPos,353,351,locals,Short-Range
startPos,364,351,locals,Medium-Range
i,364,364,locals,Short-Range
checkMe,364,348,locals,Medium-Range
checkMe,367,348,locals,Medium-Range
i,367,364,locals,Short-Range
lParens,368,362,locals,Short-Range
checkMe,369,348,locals,Medium-Range
i,369,364,locals,Short-Range
rParens,370,363,locals,Short-Range
lParens,373,362,locals,Medium-Range
rParens,373,363,locals,Short-Range
leftDepth,376,356,locals,Medium-Range
checkHeight,377,348,methods,Medium-Range
checkMe,377,348,locals,Medium-Range
startPos,377,351,locals,Medium-Range
i,377,364,locals,Medium-Range
leftDepth,377,356,locals,Medium-Range
i,378,364,locals,Medium-Range
startPos,378,351,locals,Medium-Range
lParens,379,362,locals,Medium-Range
rParens,380,363,locals,Medium-Range
checkHeight,384,348,methods,Long-Range
checkMe,384,348,locals,Long-Range
startPos,384,378,locals,Short-Range
i,384,364,locals,Medium-Range
rightDepth,384,359,locals,Medium-Range
i,385,364,locals,Medium-Range
startPos,385,378,locals,Short-Range
leftDepth,392,356,locals,Long-Range
rightDepth,392,359,locals,Long-Range
leftDepth,393,356,locals,Long-Range
rightDepth,393,359,locals,Long-Range
checkMe,396,348,locals,Long-Range
startPos,396,351,locals,Long-Range
startPos,397,351,locals,Long-Range
leftDepth,400,356,locals,Long-Range
rightDepth,400,359,locals,Long-Range
leftDepth,401,356,locals,Long-Range
rightDepth,403,359,locals,Long-Range
ITopKMachine,410,13,interfaces,Long-Range
ChrisAVLTree,413,305,classes,Long-Range
kIn,417,416,locals,Short-Range
kIn,419,416,locals,Short-Range
cutoff,420,414,globals,Short-Range
kIn,421,416,locals,Short-Range
spaceLeft,421,412,globals,Short-Range
insert,424,18,methods,Long-Range
spaceLeft,425,412,globals,Medium-Range
score,425,424,locals,Short-Range
cutoff,425,414,globals,Medium-Range
myTree,426,413,globals,Medium-Range
score,426,424,locals,Short-Range
value,426,424,locals,Short-Range
spaceLeft,427,412,globals,Medium-Range
spaceLeft,428,412,globals,Medium-Range
myTree,429,413,globals,Medium-Range
cutoff,429,414,globals,Medium-Range
spaceLeft,432,412,globals,Medium-Range
myTree,433,413,globals,Medium-Range
myTree,434,413,globals,Medium-Range
cutoff,434,429,globals,Short-Range
spaceLeft,435,412,globals,Medium-Range
getCurrentCutoff,441,24,methods,Long-Range
cutoff,442,414,globals,Medium-Range
myTree,446,413,globals,Long-Range
getTopK,449,21,methods,Long-Range
myTree,450,413,globals,Long-Range
TestCase,462,1,libraries,Long-Range
Random,465,2,libraries,Long-Range
i,467,467,locals,Short-Range
list,467,466,locals,Short-Range
i,468,467,locals,Short-Range
shuffler,468,465,globals,Short-Range
list,468,466,locals,Short-Range
list,469,466,locals,Short-Range
i,469,467,locals,Short-Range
list,470,466,locals,Short-Range
pos,470,468,locals,Short-Range
i,470,467,locals,Short-Range
temp,471,469,locals,Short-Range
list,471,470,locals,Short-Range
pos,471,468,locals,Short-Range
controlTest,485,481,locals,Short-Range
randomOrNot,486,485,locals,Short-Range
controlTest,487,481,locals,Short-Range
reverseOrNot,487,484,locals,Short-Range
AVLTopKMachine,490,410,classes,Long-Range
k,490,481,locals,Short-Range
numInserts,491,481,locals,Short-Range
i,492,492,locals,Short-Range
numInserts,492,481,locals,Medium-Range
reverseOrNot,493,487,locals,Short-Range
numInserts,494,481,locals,Medium-Range
i,494,492,locals,Short-Range
list,494,491,locals,Short-Range
i,496,492,locals,Short-Range
list,496,494,locals,Short-Range
randomOrNot,500,485,locals,Medium-Range
shuffle,501,466,methods,Long-Range
list,501,491,locals,Short-Range
j,504,504,locals,Short-Range
list,504,491,locals,Medium-Range
list,506,491,locals,Medium-Range
j,506,504,locals,Short-Range
AVLTopKMachine.insert,507,424,methods,Long-Range
i,507,506,locals,Short-Range
randomOrNot,510,485,locals,Medium-Range
AVLTopKMachine.getCurrentCutoff,512,441,methods,Long-Range
j,515,504,locals,Medium-Range
k,515,481,locals,Long-Range
score,516,512,locals,Short-Range
j,517,504,locals,Medium-Range
score,517,512,locals,Short-Range
reverseOrNot,523,487,locals,Long-Range
i,525,506,locals,Medium-Range
k,525,481,locals,Long-Range
score,525,512,locals,Medium-Range
k,529,481,locals,Long-Range
score,529,512,locals,Medium-Range
AVLTopKMachine.getTopK,536,449,methods,Long-Range
Collections,537,3,libraries,Long-Range
retVal,537,536,locals,Short-Range
k,540,481,locals,Long-Range
numInserts,540,481,locals,Long-Range
numInserts,541,481,locals,Long-Range
k,541,481,locals,Long-Range
retVal,544,536,locals,Short-Range
k,544,541,locals,Short-Range
i,547,547,locals,Short-Range
k,547,541,locals,Short-Range
i,548,547,locals,Short-Range
retVal,548,536,locals,Medium-Range
controlTest,557,553,locals,Short-Range
randomOrNot,558,557,locals,Short-Range
controlTest,559,553,locals,Short-Range
reverseOrNot,559,556,locals,Short-Range
AVLTopKMachine,562,410,classes,Long-Range
k,562,553,locals,Short-Range
numInserts,563,553,locals,Short-Range
i,564,564,locals,Short-Range
numInserts,564,553,locals,Medium-Range
reverseOrNot,565,559,locals,Short-Range
numInserts,566,553,locals,Medium-Range
i,566,564,locals,Short-Range
list,566,563,locals,Short-Range
i,568,564,locals,Short-Range
list,568,566,locals,Short-Range
randomOrNot,572,557,locals,Medium-Range
shuffle,573,466,methods,Long-Range
list,573,563,locals,Short-Range
j,576,576,locals,Short-Range
list,576,563,locals,Medium-Range
list,577,563,locals,Medium-Range
j,577,576,locals,Short-Range
AVLTopKMachine.insert,578,424,methods,Long-Range
i,578,577,locals,Short-Range
j,581,576,locals,Short-Range
IsBalanced,582,344,classes,Long-Range
IsBalanced.checkHeight,584,348,methods,Long-Range
AVLTopKMachine.toString,584,445,methods,Long-Range
IsBalanced,591,344,classes,Long-Range
IsBalanced.checkHeight,593,348,methods,Long-Range
AVLTopKMachine.toString,593,445,methods,Long-Range
testInserts,614,481,methods,Long-Range
testInserts,618,481,methods,Long-Range
testInserts,622,481,methods,Long-Range
testInserts,626,481,methods,Long-Range
testInserts,630,481,methods,Long-Range
testInserts,634,481,methods,Long-Range
testInserts,642,481,methods,Long-Range
testInserts,646,481,methods,Long-Range
testInserts,650,481,methods,Long-Range
testInserts,654,481,methods,Long-Range
testInserts,658,481,methods,Long-Range
testInserts,662,481,methods,Long-Range
testInserts,670,481,methods,Long-Range
testInserts,674,481,methods,Long-Range
testInserts,678,481,methods,Long-Range
testInserts,682,481,methods,Long-Range
testInserts,686,481,methods,Long-Range
testInserts,690,481,methods,Long-Range
testBalance,702,553,methods,Long-Range
testBalance,706,553,methods,Long-Range
testBalance,710,553,methods,Long-Range
testBalance,714,553,methods,Long-Range
testBalance,718,553,methods,Long-Range
testBalance,722,553,methods,Long-Range
testBalance,730,553,methods,Long-Range
testBalance,734,553,methods,Long-Range
testBalance,738,553,methods,Long-Range
testBalance,742,553,methods,Long-Range
testBalance,746,553,methods,Long-Range
testBalance,750,553,methods,Long-Range
testBalance,758,553,methods,Long-Range
testBalance,762,553,methods,Long-Range
testBalance,766,553,methods,Long-Range
testBalance,770,553,methods,Long-Range
testBalance,774,553,methods,Long-Range
testBalance,778,553,methods,Long-Range
