name,usage_line,def_line,scope_type,range_type
ChrisPRNG.next,474,456,methods,Medium-Range
IRandomGenerationAlgorithm,488,112,interfaces,Long-Range
ChrisPRNG,500,433,classes,Long-Range
mySeed,500,499,locals,Short-Range
prng,500,496,globals,Short-Range
useMe,505,504,locals,Short-Range
prng,505,496,globals,Short-Range
prng,509,496,globals,Medium-Range
getNext,515,117,methods,Long-Range
startOver,524,126,methods,Long-Range
prng,525,496,globals,Medium-Range
prng,532,496,globals,Long-Range
high,533,531,locals,Short-Range
low,533,531,locals,Short-Range
r,533,532,locals,Short-Range
low,534,531,locals,Short-Range
r,534,533,locals,Short-Range
r,535,534,locals,Short-Range
ARandomGenerationAlgorithm,541,488,classes,Long-Range
UniformParam,548,570,classes,Medium-Range
mySeed,549,548,locals,Short-Range
myParams,550,548,locals,Short-Range
params,550,546,globals,Short-Range
UniformParam,553,570,classes,Medium-Range
prng,554,553,locals,Short-Range
myParams,555,553,locals,Short-Range
params,555,546,globals,Short-Range
getNext,561,515,methods,Long-Range
genUniform,562,531,methods,Long-Range
params,562,546,globals,Medium-Range
lowIn,575,574,locals,Short-Range
low,575,572,globals,Short-Range
highIn,576,574,locals,Short-Range
high,576,572,globals,Short-Range
low,580,572,globals,Short-Range
high,584,572,globals,Medium-Range
ARandomGenerationAlgorithm,588,488,classes,Long-Range
UniformParam,602,570,classes,Long-Range
xmin,602,600,locals,Short-Range
xmax,602,600,locals,Short-Range
xRegion,602,596,globals,Short-Range
UniformParam,603,570,classes,Long-Range
ymin,603,601,locals,Short-Range
ymax,603,601,locals,Short-Range
yRegion,603,597,globals,Short-Range
xmax,604,600,locals,Short-Range
xmin,604,600,locals,Short-Range
ymax,604,601,locals,Short-Range
ymin,604,601,locals,Short-Range
area,604,598,globals,Short-Range
genUniform,608,531,methods,Long-Range
xRegion,608,596,globals,Medium-Range
genUniform,609,531,methods,Long-Range
yRegion,609,597,globals,Medium-Range
y,611,609,locals,Short-Range
fofx,611,632,methods,Medium-Range
x,611,608,locals,Short-Range
x,612,608,locals,Short-Range
area,619,598,globals,Medium-Range
params,633,593,globals,Long-Range
x,634,632,locals,Short-Range
k,634,633,locals,Short-Range
params,638,593,globals,Long-Range
params,640,593,globals,Long-Range
samplers,641,627,globals,Medium-Range
totalArea,645,630,globals,Medium-Range
i,648,648,locals,Short-Range
params,648,640,globals,Short-Range
params,649,640,globals,Short-Range
i,649,648,locals,Short-Range
fofx,650,632,methods,Medium-Range
left,650,649,locals,Short-Range
samplers,651,641,globals,Short-Range
RejectionSampler,651,595,classes,Long-Range
left,651,649,locals,Short-Range
fx,651,650,locals,Short-Range
left,652,649,locals,Short-Range
fx,652,650,locals,Short-Range
totalArea,652,645,globals,Short-Range
GammaParam,656,246,classes,Long-Range
prng,657,656,locals,Short-Range
myParams,658,656,locals,Short-Range
params,658,593,globals,Long-Range
setup,659,637,methods,Medium-Range
GammaParam,662,246,classes,Long-Range
mySeed,663,662,locals,Short-Range
myParams,664,662,locals,Short-Range
params,664,593,globals,Long-Range
setup,665,637,methods,Medium-Range
getNext,671,515,methods,Long-Range
genUniform,673,531,methods,Long-Range
totalArea,673,630,globals,Long-Range
samplers,675,627,globals,Long-Range
s,676,675,locals,Short-Range
area,676,674,locals,Short-Range
area,677,676,locals,Short-Range
step,677,673,locals,Short-Range
s,679,675,locals,Short-Range
x,680,679,locals,Short-Range
x,681,679,locals,Short-Range
TestCase,696,1,libraries,Long-Range
goal,703,700,locals,Short-Range
tolerance,703,700,locals,Short-Range
allowedError,704,703,locals,Short-Range
tolerance,704,700,locals,Short-Range
tolerance,705,700,locals,Short-Range
allowedError,705,703,locals,Short-Range
observed,708,700,locals,Short-Range
goal,708,700,locals,Short-Range
whatCheck,708,700,locals,Short-Range
dist,708,700,locals,Short-Range
observed,711,700,locals,Medium-Range
goal,711,700,locals,Medium-Range
allowedError,711,705,locals,Short-Range
observed,712,700,locals,Medium-Range
goal,712,700,locals,Medium-Range
whatCheck,712,700,locals,Medium-Range
dist,712,700,locals,Medium-Range
i,727,727,locals,Short-Range
numTrials,727,725,locals,Short-Range
myRNG,728,723,locals,Short-Range
total,728,726,locals,Short-Range
runTest,731,723,locals,Short-Range
checkCloseEnough,732,700,methods,Long-Range
total,732,726,locals,Short-Range
numTrials,732,725,locals,Short-Range
expectedMean,732,723,locals,Short-Range
dist,732,723,locals,Short-Range
total,734,726,locals,Short-Range
numTrials,734,725,locals,Short-Range
i,745,745,locals,Short-Range
numTrials,745,742,locals,Short-Range
myRNG,746,740,locals,Short-Range
next,747,746,locals,Short-Range
total,747,743,locals,Short-Range
next,748,746,locals,Short-Range
totalSquares,748,744,locals,Short-Range
total,751,743,locals,Short-Range
numTrials,751,742,locals,Short-Range
totalSquares,751,744,locals,Short-Range
checkCloseEnough,753,700,methods,Long-Range
observedVar,753,751,locals,Short-Range
expectedVariance,753,740,locals,Medium-Range
dist,753,740,locals,Medium-Range
Uniform,765,541,classes,Long-Range
UniformParam,765,570,classes,Long-Range
low,765,763,locals,Short-Range
high,765,764,locals,Short-Range
checkMean,766,723,methods,Long-Range
myRNG,766,765,locals,Short-Range
myRNG,767,765,locals,Short-Range
checkMean,768,723,methods,Long-Range
myRNG,768,765,locals,Short-Range
result1,769,766,locals,Short-Range
result2,769,768,locals,Short-Range
Uniform,781,541,classes,Long-Range
UniformParam,781,570,classes,Long-Range
low,781,779,locals,Short-Range
high,781,780,locals,Short-Range
Uniform,782,541,classes,Long-Range
UniformParam,782,570,classes,Long-Range
low,782,779,locals,Short-Range
high,782,780,locals,Short-Range
checkMean,783,723,methods,Long-Range
myRNG1,783,781,locals,Short-Range
checkMean,784,723,methods,Long-Range
myRNG2,784,782,locals,Short-Range
result1,785,783,locals,Short-Range
result2,785,784,locals,Short-Range
Uniform,797,541,classes,Long-Range
UniformParam,797,570,classes,Long-Range
low,797,795,locals,Short-Range
high,797,796,locals,Short-Range
checkMean,798,723,methods,Long-Range
myRNG,798,797,locals,Short-Range
low,798,795,locals,Short-Range
high,798,796,locals,Short-Range
checkStdDev,799,740,methods,Long-Range
myRNG,799,797,locals,Short-Range
high,799,796,locals,Short-Range
low,799,795,locals,Short-Range
Uniform,811,541,classes,Long-Range
UniformParam,811,570,classes,Long-Range
low,811,809,locals,Short-Range
high,811,810,locals,Short-Range
checkMean,812,723,methods,Long-Range
myRNG,812,811,locals,Short-Range
low,812,809,locals,Short-Range
high,812,810,locals,Short-Range
checkStdDev,813,740,methods,Long-Range
myRNG,813,811,locals,Short-Range
high,813,810,locals,Short-Range
low,813,809,locals,Short-Range
UnitGamma,825,588,classes,Long-Range
GammaParam,825,246,classes,Long-Range
shape,825,823,locals,Short-Range
scale,825,824,locals,Short-Range
checkMean,826,723,methods,Long-Range
myRNG,826,825,locals,Short-Range
myRNG,827,825,locals,Short-Range
checkMean,828,723,methods,Long-Range
myRNG,828,825,locals,Short-Range
result1,829,826,locals,Short-Range
result2,829,828,locals,Short-Range
UnitGamma,840,588,classes,Long-Range
GammaParam,840,246,classes,Long-Range
shape,840,838,locals,Short-Range
scale,840,839,locals,Short-Range
UnitGamma,841,588,classes,Long-Range
GammaParam,841,246,classes,Long-Range
shape,841,838,locals,Short-Range
scale,841,839,locals,Short-Range
checkMean,842,723,methods,Long-Range
myRNG1,842,840,locals,Short-Range
checkMean,843,723,methods,Long-Range
myRNG2,843,841,locals,Short-Range
result1,844,842,locals,Short-Range
result2,844,843,locals,Short-Range
UnitGamma,856,588,classes,Long-Range
GammaParam,856,246,classes,Long-Range
shape,856,854,locals,Short-Range
scale,856,855,locals,Short-Range
checkMean,857,723,methods,Long-Range
myRNG,857,856,locals,Short-Range
shape,857,854,locals,Short-Range
scale,857,855,locals,Short-Range
checkStdDev,858,740,methods,Long-Range
myRNG,858,856,locals,Short-Range
shape,858,854,locals,Short-Range
scale,858,855,locals,Short-Range
UnitGamma,870,588,classes,Long-Range
GammaParam,870,246,classes,Long-Range
shape,870,868,locals,Short-Range
scale,870,869,locals,Short-Range
checkMean,871,723,methods,Long-Range
myRNG,871,870,locals,Short-Range
shape,871,868,locals,Short-Range
scale,871,869,locals,Short-Range
checkStdDev,872,740,methods,Long-Range
myRNG,872,870,locals,Short-Range
shape,872,868,locals,Short-Range
scale,872,869,locals,Short-Range
Gamma,884,276,classes,Long-Range
GammaParam,884,246,classes,Long-Range
shape,884,882,locals,Short-Range
scale,884,883,locals,Short-Range
checkMean,885,723,methods,Long-Range
myRNG,885,884,locals,Short-Range
myRNG,886,884,locals,Short-Range
checkMean,887,723,methods,Long-Range
myRNG,887,884,locals,Short-Range
result1,888,885,locals,Short-Range
result2,888,887,locals,Short-Range
Gamma,900,276,classes,Long-Range
GammaParam,900,246,classes,Long-Range
shape,900,898,locals,Short-Range
scale,900,899,locals,Short-Range
Gamma,901,276,classes,Long-Range
GammaParam,901,246,classes,Long-Range
shape,901,898,locals,Short-Range
scale,901,899,locals,Short-Range
checkMean,902,723,methods,Long-Range
myRNG1,902,900,locals,Short-Range
checkMean,903,723,methods,Long-Range
myRNG2,903,901,locals,Short-Range
result1,904,902,locals,Short-Range
result2,904,903,locals,Short-Range
Gamma,916,276,classes,Long-Range
GammaParam,916,246,classes,Long-Range
shape,916,914,locals,Short-Range
scale,916,915,locals,Short-Range
checkMean,917,723,methods,Long-Range
myRNG,917,916,locals,Short-Range
shape,917,914,locals,Short-Range
scale,917,915,locals,Short-Range
checkStdDev,918,740,methods,Long-Range
myRNG,918,916,locals,Short-Range
shape,918,914,locals,Short-Range
scale,918,915,locals,Short-Range
Gamma,930,276,classes,Long-Range
GammaParam,930,246,classes,Long-Range
shape,930,928,locals,Short-Range
scale,930,929,locals,Short-Range
checkMean,931,723,methods,Long-Range
myRNG,931,930,locals,Short-Range
shape,931,928,locals,Short-Range
scale,931,929,locals,Short-Range
checkStdDev,932,740,methods,Long-Range
myRNG,932,930,locals,Short-Range
shape,932,928,locals,Short-Range
scale,932,929,locals,Short-Range
i,941,941,locals,Short-Range
actual,941,939,locals,Short-Range
actual,942,939,locals,Short-Range
i,942,941,locals,Short-Range
expected,942,939,locals,Short-Range
totError,942,940,locals,Short-Range
checkCloseEnough,944,700,methods,Long-Range
totError,944,940,locals,Short-Range
error,944,939,locals,Short-Range
test,944,939,locals,Short-Range
dist,944,939,locals,Short-Range
myRNG,956,952,locals,Short-Range
firstOne,957,956,locals,Short-Range
i,960,960,locals,Short-Range
numTrials,960,952,locals,Short-Range
myRNG,961,952,locals,Short-Range
next,962,961,locals,Short-Range
meanObs,962,957,locals,Short-Range
i,967,967,locals,Short-Range
meanObs,967,957,locals,Short-Range
meanObs,968,957,locals,Medium-Range
i,968,967,locals,Short-Range
numTrials,968,952,locals,Medium-Range
expectedMean,968,952,locals,Medium-Range
returnVal,968,966,locals,Short-Range
returnVal,972,966,locals,Short-Range
myRNG,990,985,locals,Short-Range
firstOne,991,990,locals,Short-Range
firstOne,992,990,locals,Short-Range
i,995,995,locals,Short-Range
numTrials,995,986,locals,Short-Range
myRNG,996,985,locals,Medium-Range
next,997,996,locals,Short-Range
meanObs,997,991,locals,Short-Range
j,998,998,locals,Short-Range
next,998,996,locals,Short-Range
stdDevObs,999,992,locals,Short-Range
j,999,998,locals,Short-Range
next,999,996,locals,Short-Range
i,1004,1004,locals,Short-Range
meanObs,1004,991,locals,Medium-Range
meanObs,1005,991,locals,Medium-Range
i,1005,1004,locals,Short-Range
numTrials,1005,986,locals,Medium-Range
stdDevObs,1006,992,locals,Medium-Range
i,1006,1004,locals,Short-Range
numTrials,1006,986,locals,Medium-Range
meanObs,1006,991,locals,Medium-Range
checkTotalDiff,1010,939,methods,Long-Range
meanObs,1010,991,locals,Medium-Range
expectedMean,1010,986,locals,Medium-Range
errorMean,1010,986,locals,Medium-Range
dist,1010,986,locals,Medium-Range
checkTotalDiff,1011,939,methods,Long-Range
stdDevObs,1011,992,locals,Medium-Range
expectedStdDev,1011,986,locals,Medium-Range
errorStdDev,1011,986,locals,Medium-Range
dist,1011,986,locals,Medium-Range
len,1028,1027,locals,Short-Range
i,1029,1029,locals,Short-Range
len,1029,1027,locals,Short-Range
probs,1030,1028,locals,Short-Range
i,1030,1029,locals,Short-Range
probs,1032,1028,locals,Short-Range
Multinomial,1035,166,classes,Long-Range
MultinomialParam,1035,223,classes,Long-Range
probs,1035,1028,locals,Short-Range
len,1038,1027,locals,Medium-Range
i,1039,1039,locals,Short-Range
len,1039,1027,locals,Medium-Range
expectedMean,1040,1038,locals,Short-Range
i,1040,1039,locals,Short-Range
probs,1040,1028,locals,Medium-Range
computeDiffFromMean,1043,952,methods,Long-Range
myRNG,1043,1035,locals,Short-Range
expectedMean,1043,1038,locals,Short-Range
myRNG,1044,1035,locals,Short-Range
computeDiffFromMean,1045,952,methods,Long-Range
myRNG,1045,1035,locals,Short-Range
expectedMean,1045,1038,locals,Short-Range
res1,1047,1043,locals,Short-Range
res2,1047,1045,locals,Short-Range
len,1065,1064,locals,Short-Range
i,1066,1066,locals,Short-Range
len,1066,1064,locals,Short-Range
probs,1067,1065,locals,Short-Range
i,1067,1066,locals,Short-Range
probs,1069,1065,locals,Short-Range
Multinomial,1072,166,classes,Long-Range
MultinomialParam,1072,223,classes,Long-Range
probs,1072,1065,locals,Short-Range
Multinomial,1073,166,classes,Long-Range
MultinomialParam,1073,223,classes,Long-Range
probs,1073,1065,locals,Short-Range
len,1076,1064,locals,Medium-Range
i,1077,1077,locals,Short-Range
len,1077,1064,locals,Medium-Range
expectedMean,1078,1076,locals,Short-Range
i,1078,1077,locals,Short-Range
probs,1078,1065,locals,Medium-Range
computeDiffFromMean,1081,952,methods,Long-Range
myRNG1,1081,1072,locals,Short-Range
expectedMean,1081,1076,locals,Short-Range
computeDiffFromMean,1082,952,methods,Long-Range
myRNG2,1082,1073,locals,Short-Range
expectedMean,1082,1076,locals,Short-Range
res1,1084,1081,locals,Short-Range
res2,1084,1082,locals,Short-Range
len,1103,1102,locals,Short-Range
i,1104,1104,locals,Short-Range
len,1104,1102,locals,Short-Range
probs,1105,1103,locals,Short-Range
i,1105,1104,locals,Short-Range
probs,1107,1103,locals,Short-Range
Multinomial,1110,166,classes,Long-Range
MultinomialParam,1110,223,classes,Long-Range
probs,1110,1103,locals,Short-Range
len,1113,1102,locals,Medium-Range
len,1114,1102,locals,Medium-Range
i,1115,1115,locals,Short-Range
len,1115,1102,locals,Medium-Range
expectedMean,1116,1113,locals,Short-Range
i,1116,1115,locals,Short-Range
probs,1116,1103,locals,Medium-Range
expectedStdDev,1117,1114,locals,Short-Range
i,1117,1115,locals,Short-Range
probs,1117,1103,locals,Medium-Range
checkMeanAndVar,1120,985,methods,Long-Range
myRNG,1120,1110,locals,Short-Range
expectedMean,1120,1113,locals,Short-Range
expectedStdDev,1120,1114,locals,Short-Range
len,1138,1137,locals,Short-Range
i,1139,1139,locals,Short-Range
len,1139,1137,locals,Short-Range
probs,1140,1138,locals,Short-Range
i,1140,1139,locals,Short-Range
probs,1142,1138,locals,Short-Range
len,1142,1137,locals,Short-Range
probs,1143,1138,locals,Short-Range
Multinomial,1146,166,classes,Long-Range
MultinomialParam,1146,223,classes,Long-Range
probs,1146,1138,locals,Short-Range
len,1149,1137,locals,Medium-Range
len,1150,1137,locals,Medium-Range
i,1151,1151,locals,Short-Range
len,1151,1137,locals,Medium-Range
expectedMean,1152,1149,locals,Short-Range
i,1152,1151,locals,Short-Range
probs,1152,1138,locals,Medium-Range
expectedStdDev,1153,1150,locals,Short-Range
i,1153,1151,locals,Short-Range
probs,1153,1138,locals,Medium-Range
checkMeanAndVar,1156,985,methods,Long-Range
myRNG,1156,1146,locals,Short-Range
expectedMean,1156,1149,locals,Short-Range
expectedStdDev,1156,1150,locals,Short-Range
len,1175,1174,locals,Short-Range
i,1176,1176,locals,Short-Range
len,1176,1174,locals,Short-Range
shapes,1177,1175,locals,Short-Range
i,1177,1176,locals,Short-Range
Dirichlet,1181,360,classes,Long-Range
DirichletParam,1181,334,classes,Long-Range
shapes,1181,1175,locals,Short-Range
len,1184,1174,locals,Short-Range
shapes,1185,1175,locals,Short-Range
i,1186,1186,locals,Short-Range
len,1186,1174,locals,Medium-Range
expectedMean,1187,1184,locals,Short-Range
i,1187,1186,locals,Short-Range
shapes,1187,1175,locals,Medium-Range
norm,1187,1185,locals,Short-Range
computeDiffFromMean,1190,952,methods,Long-Range
myRNG,1190,1181,locals,Short-Range
expectedMean,1190,1184,locals,Short-Range
myRNG,1191,1181,locals,Short-Range
computeDiffFromMean,1192,952,methods,Long-Range
myRNG,1192,1181,locals,Medium-Range
expectedMean,1192,1184,locals,Short-Range
res1,1194,1190,locals,Short-Range
res2,1194,1192,locals,Short-Range
len,1213,1212,locals,Short-Range
i,1214,1214,locals,Short-Range
len,1214,1212,locals,Short-Range
shapes,1215,1213,locals,Short-Range
i,1215,1214,locals,Short-Range
Dirichlet,1219,360,classes,Long-Range
DirichletParam,1219,334,classes,Long-Range
shapes,1219,1213,locals,Short-Range
Dirichlet,1220,360,classes,Long-Range
DirichletParam,1220,334,classes,Long-Range
shapes,1220,1213,locals,Short-Range
len,1223,1212,locals,Medium-Range
shapes,1224,1213,locals,Medium-Range
i,1225,1225,locals,Short-Range
len,1225,1212,locals,Medium-Range
expectedMean,1226,1223,locals,Short-Range
i,1226,1225,locals,Short-Range
shapes,1226,1213,locals,Medium-Range
norm,1226,1224,locals,Short-Range
computeDiffFromMean,1229,952,methods,Long-Range
myRNG1,1229,1219,locals,Short-Range
expectedMean,1229,1223,locals,Short-Range
computeDiffFromMean,1230,952,methods,Long-Range
myRNG2,1230,1220,locals,Short-Range
expectedMean,1230,1223,locals,Short-Range
res1,1232,1229,locals,Short-Range
res2,1232,1230,locals,Short-Range
len,1250,1249,locals,Short-Range
i,1251,1251,locals,Short-Range
len,1251,1249,locals,Short-Range
shapes,1252,1250,locals,Short-Range
i,1252,1251,locals,Short-Range
Dirichlet,1256,360,classes,Long-Range
DirichletParam,1256,334,classes,Long-Range
shapes,1256,1250,locals,Short-Range
len,1259,1249,locals,Short-Range
len,1260,1249,locals,Medium-Range
shapes,1261,1250,locals,Medium-Range
i,1262,1262,locals,Short-Range
len,1262,1249,locals,Medium-Range
expectedMean,1263,1259,locals,Short-Range
i,1263,1262,locals,Short-Range
shapes,1263,1250,locals,Medium-Range
norm,1263,1261,locals,Short-Range
expectedStdDev,1264,1260,locals,Short-Range
i,1264,1262,locals,Short-Range
shapes,1264,1250,locals,Medium-Range
norm,1264,1261,locals,Short-Range
norm,1265,1261,locals,Short-Range
checkMeanAndVar,1268,985,methods,Long-Range
myRNG,1268,1256,locals,Medium-Range
expectedMean,1268,1259,locals,Short-Range
expectedStdDev,1268,1260,locals,Short-Range
len,1286,1285,locals,Short-Range
i,1287,1287,locals,Short-Range
len,1287,1285,locals,Short-Range
shapes,1288,1286,locals,Short-Range
i,1288,1287,locals,Short-Range
len,1290,1285,locals,Short-Range
i,1290,1290,locals,Short-Range
shapes,1291,1286,locals,Short-Range
i,1291,1290,locals,Short-Range
Dirichlet,1295,360,classes,Long-Range
DirichletParam,1295,334,classes,Long-Range
shapes,1295,1286,locals,Short-Range
len,1298,1285,locals,Medium-Range
len,1299,1285,locals,Medium-Range
shapes,1300,1286,locals,Medium-Range
i,1301,1301,locals,Short-Range
len,1301,1285,locals,Medium-Range
expectedMean,1302,1298,locals,Short-Range
i,1302,1301,locals,Short-Range
shapes,1302,1286,locals,Medium-Range
norm,1302,1300,locals,Short-Range
expectedStdDev,1303,1299,locals,Short-Range
i,1303,1301,locals,Short-Range
shapes,1303,1286,locals,Medium-Range
norm,1303,1300,locals,Short-Range
norm,1304,1300,locals,Short-Range
checkMeanAndVar,1307,985,methods,Long-Range
myRNG,1307,1295,locals,Medium-Range
expectedMean,1307,1298,locals,Short-Range
expectedStdDev,1307,1299,locals,Short-Range
