name,usage_line,def_line,scope_type,range_type
myData,291,226,globals,Long-Range
j,291,286,locals,Short-Range
myRow,292,291,locals,Short-Range
backValue,293,229,globals,Long-Range
myRow,295,291,locals,Short-Range
i,295,286,locals,Short-Range
sumRows,298,121,methods,Long-Range
getNumColumns,299,136,methods,Long-Range
i,300,300,locals,Short-Range
getNumRows,300,131,methods,Long-Range
getRow,302,64,methods,Long-Range
i,302,300,locals,Short-Range
curRow,303,302,locals,Short-Range
sum,303,299,locals,Short-Range
sum,306,299,locals,Short-Range
sumColumns,309,126,methods,Long-Range
getNumRows,310,131,methods,Long-Range
i,311,311,locals,Short-Range
getNumColumns,311,136,methods,Long-Range
getColumn,313,71,methods,Long-Range
i,313,311,locals,Short-Range
curCol,314,313,locals,Short-Range
sum,314,310,locals,Short-Range
sum,317,310,locals,Short-Range
j,321,320,locals,Short-Range
numRows,321,228,globals,Long-Range
i,323,320,locals,Short-Range
numCols,323,227,globals,Long-Range
myData,325,226,globals,Long-Range
j,325,320,locals,Short-Range
myRow,326,325,locals,Short-Range
numCols,327,227,globals,Long-Range
backValue,327,229,globals,Long-Range
myRow,327,325,locals,Short-Range
myData,328,226,globals,Long-Range
j,328,320,locals,Short-Range
myRow,328,327,locals,Short-Range
myRow,330,327,locals,Short-Range
i,330,320,locals,Short-Range
setToMe,330,320,locals,Short-Range
numRows,334,228,globals,Long-Range
numCols,338,227,globals,Long-Range
getRow,344,64,methods,Long-Range
getColumn,345,71,methods,Long-Range
setRow,346,79,methods,Long-Range
setColumn,347,86,methods,Long-Range
getEntry,348,93,methods,Long-Range
setEntry,349,100,methods,Long-Range
getNumRows,350,131,methods,Long-Range
getNumColumns,351,136,methods,Long-Range
ADoubleMatrix,355,218,classes,Long-Range
numCols,358,357,locals,Short-Range
numRows,358,357,locals,Short-Range
defaultVal,358,357,locals,Short-Range
getRow,361,344,methods,Medium-Range
getColumnABS,362,251,methods,Long-Range
j,362,361,locals,Short-Range
getColumn,365,345,methods,Medium-Range
getRowABS,366,240,methods,Long-Range
i,366,365,locals,Short-Range
setRow,369,346,methods,Medium-Range
setColumnABS,370,272,methods,Long-Range
j,370,369,locals,Short-Range
setToMe,370,369,locals,Short-Range
getNumColumns,374,136,methods,Long-Range
i,375,375,locals,Short-Range
numCols,375,374,locals,Short-Range
getColumn,376,365,methods,Medium-Range
i,376,375,locals,Short-Range
toMe,377,373,locals,Short-Range
i,377,375,locals,Short-Range
curCol,378,376,locals,Short-Range
hisCol,378,377,locals,Short-Range
toMe,379,373,locals,Short-Range
i,379,375,locals,Short-Range
hisCol,379,377,locals,Short-Range
setColumn,383,347,methods,Long-Range
setRowABS,384,266,methods,Long-Range
i,384,383,locals,Short-Range
setToMe,384,383,locals,Short-Range
getEntry,387,348,methods,Long-Range
getEntryABS,388,286,methods,Long-Range
j,388,387,locals,Short-Range
i,388,387,locals,Short-Range
setEntry,391,349,methods,Long-Range
setEntryABS,392,320,methods,Long-Range
j,392,391,locals,Short-Range
i,392,391,locals,Short-Range
setToMe,392,391,locals,Short-Range
getNumRows,395,350,methods,Long-Range
getNumColumnsABS,396,337,methods,Long-Range
getNumColumns,399,351,methods,Long-Range
getNumRowsABS,400,333,methods,Long-Range
ADoubleMatrix,405,218,classes,Long-Range
numRows,408,407,locals,Short-Range
numCols,408,407,locals,Short-Range
defaultVal,408,407,locals,Short-Range
getRow,411,344,methods,Long-Range
getRowABS,412,240,methods,Long-Range
j,412,411,locals,Short-Range
getColumn,415,345,methods,Long-Range
getColumnABS,416,251,methods,Long-Range
i,416,415,locals,Short-Range
setRow,419,346,methods,Long-Range
setRowABS,420,266,methods,Long-Range
j,420,419,locals,Short-Range
setToMe,420,419,locals,Short-Range
getNumRows,424,131,methods,Long-Range
i,425,425,locals,Short-Range
numRows,425,424,locals,Short-Range
getRow,426,411,methods,Medium-Range
i,426,425,locals,Short-Range
toMe,427,423,locals,Short-Range
i,427,425,locals,Short-Range
curRow,428,426,locals,Short-Range
hisRow,428,427,locals,Short-Range
toMe,429,423,locals,Short-Range
i,429,425,locals,Short-Range
hisRow,429,427,locals,Short-Range
setColumn,433,347,methods,Long-Range
setColumnABS,434,272,methods,Long-Range
i,434,433,locals,Short-Range
setToMe,434,433,locals,Short-Range
getEntry,437,348,methods,Long-Range
getEntryABS,438,286,methods,Long-Range
i,438,437,locals,Short-Range
j,438,437,locals,Short-Range
setEntry,441,349,methods,Long-Range
setEntryABS,442,320,methods,Long-Range
i,442,441,locals,Short-Range
j,442,441,locals,Short-Range
setToMe,442,441,locals,Short-Range
getNumRows,445,350,methods,Long-Range
getNumRowsABS,446,333,methods,Long-Range
getNumColumns,449,351,methods,Long-Range
getNumColumnsABS,450,337,methods,Long-Range
TestCase,456,1,libraries,Long-Range
MAX_DOUBLE,464,458,globals,Short-Range
MIN_DOUBLE,464,459,globals,Short-Range
POSITIVE_INFINITY,464,460,globals,Short-Range
NEGATIVE_INFINITY,464,461,globals,Short-Range
MAX_DOUBLE,468,458,globals,Short-Range
MIN_DOUBLE,468,459,globals,Short-Range
observed,487,486,locals,Short-Range
goal,487,486,locals,Short-Range
observed,488,486,locals,Short-Range
goal,488,486,locals,Short-Range
observed,489,486,locals,Short-Range
goal,489,486,locals,Short-Range
i,498,498,locals,Short-Range
RowMajorDoubleMatrix,499,405,classes,Long-Range
i,499,498,locals,Short-Range
i,500,498,locals,Short-Range
RowMajorDoubleMatrix.getNumColumns,500,449,methods,Long-Range
i,501,498,locals,Short-Range
RowMajorDoubleMatrix.getNumRows,501,445,methods,Long-Range
ColumnMajorDoubleMatrix,503,355,classes,Long-Range
i,503,498,locals,Short-Range
i,504,498,locals,Short-Range
ColumnMajorDoubleMatrix.getNumColumns,504,399,methods,Long-Range
i,505,498,locals,Short-Range
ColumnMajorDoubleMatrix.getNumRows,505,395,methods,Long-Range
throwsCorrectExceptionWithInitialization,508,521,methods,Medium-Range
throwsCorrectExceptionWithInitialization,509,521,methods,Medium-Range
throwsCorrectExceptionWithInitialization,510,521,methods,Medium-Range
RowMajorDoubleMatrix,526,405,classes,Long-Range
numRows,526,521,locals,Short-Range
numCols,526,521,locals,Short-Range
ColumnMajorDoubleMatrix,527,355,classes,Long-Range
numRows,527,521,locals,Short-Range
numCols,527,521,locals,Short-Range
errorNotThrown,529,522,locals,Short-Range
errorNotThrown,532,529,locals,Short-Range
RowMajorDoubleMatrix,541,405,classes,Long-Range
ColumnMajorDoubleMatrix,542,355,classes,Long-Range
checkAllMatrixElementsEqualTo,544,555,methods,Medium-Range
rMatrix,544,541,locals,Short-Range
checkAllMatrixElementsEqualTo,545,555,methods,Short-Range
cMatrix,545,542,locals,Short-Range
i,556,556,locals,Short-Range
numCols,556,555,locals,Short-Range
j,557,557,locals,Short-Range
numRows,557,555,locals,Short-Range
matrix,559,555,locals,Short-Range
j,559,557,locals,Short-Range
i,559,556,locals,Short-Range
sameValue,559,555,locals,Short-Range
i,576,576,locals,Short-Range
expected,576,575,locals,Short-Range
checkCloseEnough,578,486,methods,Long-Range
actual,578,575,locals,Short-Range
i,578,576,locals,Short-Range
expected,578,575,locals,Short-Range
RowMajorDoubleMatrix,589,405,classes,Long-Range
ColumnMajorDoubleMatrix,590,355,classes,Long-Range
trySimpleSetAndGetOnMatrix,592,601,methods,Short-Range
rMatrix,592,589,locals,Short-Range
trySimpleSetAndGetOnMatrix,593,601,methods,Short-Range
cMatrix,593,590,locals,Short-Range
matrix,604,601,locals,Short-Range
throwsCorrectExceptionWithSet,610,639,methods,Medium-Range
matrix,610,601,locals,Short-Range
throwsCorrectExceptionWithSet,611,639,methods,Medium-Range
matrix,611,601,locals,Short-Range
throwsCorrectExceptionWithSet,612,639,methods,Medium-Range
matrix,612,601,locals,Medium-Range
throwsCorrectExceptionWithSet,613,639,methods,Medium-Range
matrix,613,601,locals,Medium-Range
checkCloseEnough,616,486,methods,Long-Range
matrix,616,601,locals,Medium-Range
throwsCorrectExceptionWithGet,623,663,methods,Long-Range
matrix,623,601,locals,Medium-Range
throwsCorrectExceptionWithGet,624,663,methods,Long-Range
matrix,624,601,locals,Medium-Range
throwsCorrectExceptionWithGet,625,663,methods,Long-Range
matrix,625,601,locals,Medium-Range
throwsCorrectExceptionWithGet,626,663,methods,Long-Range
matrix,626,601,locals,Medium-Range
matrix,643,639,locals,Short-Range
j,643,639,locals,Short-Range
i,643,639,locals,Short-Range
value,643,639,locals,Short-Range
errorNotThrown,645,640,locals,Short-Range
errorNotThrown,649,645,locals,Short-Range
matrix,667,663,locals,Short-Range
j,667,663,locals,Short-Range
i,667,663,locals,Short-Range
errorNotThrown,669,664,locals,Short-Range
errorNotThrown,673,669,locals,Short-Range
RowMajorDoubleMatrix,683,405,classes,Long-Range
ColumnMajorDoubleMatrix,684,355,classes,Long-Range
simpleInitializeMatrix,687,746,methods,Long-Range
rMatrix,687,683,locals,Short-Range
simpleInitializeMatrix,688,746,methods,Long-Range
cMatrix,688,684,locals,Short-Range
checkEquivalence,692,758,methods,Long-Range
primitiveMatrix,692,691,locals,Short-Range
rMatrix,692,683,locals,Short-Range
checkEquivalence,693,758,methods,Long-Range
primitiveMatrix,693,691,locals,Short-Range
cMatrix,693,684,locals,Short-Range
simpleInitializeMatrix,696,746,methods,Long-Range
rMatrix,696,683,locals,Medium-Range
simpleInitializeMatrix,697,746,methods,Long-Range
cMatrix,697,684,locals,Medium-Range
checkEquivalence,701,758,methods,Long-Range
expectedMatrix,701,700,locals,Short-Range
rMatrix,701,683,locals,Medium-Range
checkEquivalence,702,758,methods,Long-Range
expectedMatrix,702,700,locals,Short-Range
cMatrix,702,684,locals,Medium-Range
i,719,719,locals,Short-Range
j,720,720,locals,Short-Range
matrix,723,718,locals,Short-Range
j,723,720,locals,Short-Range
i,723,719,locals,Short-Range
counter,723,718,locals,Short-Range
counter,725,718,locals,Short-Range
simpleInitializeMatrix,747,746,methods,Short-Range
matrix,747,746,locals,Short-Range
actualMatrix,760,758,locals,Short-Range
actualMatrix,761,758,locals,Short-Range
rowIndex,764,764,locals,Short-Range
numRows,764,761,locals,Short-Range
colIndex,765,765,locals,Short-Range
numCols,765,760,locals,Short-Range
actualMatrix,768,758,locals,Short-Range
colIndex,768,765,locals,Short-Range
rowIndex,768,764,locals,Short-Range
checkThisMatrix,769,758,locals,Medium-Range
rowIndex,769,764,locals,Short-Range
colIndex,769,765,locals,Short-Range
checkCloseEnough,772,486,methods,Long-Range
actual,772,769,locals,Short-Range
expected,772,768,locals,Short-Range
ColumnMajorDoubleMatrix,784,355,classes,Long-Range
RowMajorDoubleMatrix,785,405,classes,Long-Range
simpleInitializeMatrix,787,746,methods,Long-Range
cMatrix,787,784,locals,Short-Range
simpleInitializeMatrix,788,746,methods,Long-Range
rMatrix,788,785,locals,Short-Range
seeIfGetRowWorks,790,801,methods,Medium-Range
cMatrix,790,784,locals,Short-Range
seeIfGetRowWorks,791,801,methods,Short-Range
rMatrix,791,785,locals,Short-Range
throwsCorrectExceptionGetRow,802,824,methods,Medium-Range
matrix,802,801,locals,Short-Range
throwsCorrectExceptionGetRow,803,824,methods,Medium-Range
matrix,803,801,locals,Short-Range
checkListsAreEqual,807,575,methods,Long-Range
initialValue,807,801,locals,Short-Range
matrix,807,801,locals,Short-Range
checkListsAreEqual,808,575,methods,Long-Range
initialValue,808,801,locals,Short-Range
matrix,808,801,locals,Short-Range
checkListsAreEqual,809,575,methods,Long-Range
initialValue,809,801,locals,Short-Range
matrix,809,801,locals,Short-Range
matrix,828,824,locals,Short-Range
rowIndex,828,824,locals,Short-Range
errorNotThrown,830,825,locals,Short-Range
errorNotThrown,834,830,locals,Short-Range
ColumnMajorDoubleMatrix,843,355,classes,Long-Range
RowMajorDoubleMatrix,844,405,classes,Long-Range
simpleInitializeMatrix,846,746,methods,Long-Range
cMatrix,846,843,locals,Short-Range
simpleInitializeMatrix,847,746,methods,Long-Range
rMatrix,847,844,locals,Short-Range
seeIfGetColumnWorks,849,860,methods,Medium-Range
cMatrix,849,843,locals,Short-Range
seeIfGetColumnWorks,850,860,methods,Short-Range
rMatrix,850,844,locals,Short-Range
throwsCorrectExceptionGetColumn,861,882,methods,Medium-Range
matrix,861,860,locals,Short-Range
throwsCorrectExceptionGetColumn,862,882,methods,Medium-Range
matrix,862,860,locals,Short-Range
checkListsAreEqual,865,575,methods,Long-Range
initialValue,865,860,locals,Short-Range
matrix,865,860,locals,Short-Range
checkListsAreEqual,866,575,methods,Long-Range
initialValue,866,860,locals,Short-Range
matrix,866,860,locals,Short-Range
checkListsAreEqual,867,575,methods,Long-Range
initialValue,867,860,locals,Short-Range
matrix,867,860,locals,Short-Range
matrix,886,882,locals,Short-Range
colIndex,886,882,locals,Short-Range
errorNotThrown,888,883,locals,Short-Range
errorNotThrown,892,888,locals,Short-Range
ColumnMajorDoubleMatrix,902,355,classes,Long-Range
RowMajorDoubleMatrix,903,405,classes,Long-Range
simpleInitializeMatrix,906,746,methods,Long-Range
cMatrix,906,902,locals,Short-Range
simpleInitializeMatrix,907,746,methods,Long-Range
rMatrix,907,903,locals,Short-Range
seeIfSetColumnWorks,910,922,methods,Medium-Range
cMatrix,910,902,locals,Short-Range
seeIfSetColumnWorks,911,922,methods,Medium-Range
rMatrix,911,903,locals,Short-Range
throwsCorrectExceptionSetColumn,929,957,methods,Medium-Range
matrix,929,922,locals,Short-Range
column,929,923,locals,Short-Range
throwsCorrectExceptionSetColumn,930,957,methods,Medium-Range
matrix,930,922,locals,Short-Range
column,930,923,locals,Short-Range
throwsCorrectExceptionSetColumn,931,957,methods,Medium-Range
matrix,931,922,locals,Short-Range
inappropriateLengthColumn,931,924,locals,Short-Range
throwsCorrectExceptionSetColumn,932,957,methods,Medium-Range
matrix,932,922,locals,Short-Range
inappropriateLengthColumn2,932,925,locals,Short-Range
matrix,936,922,locals,Medium-Range
column,936,923,locals,Medium-Range
checkListsAreEqual,937,575,methods,Long-Range
matrix,937,922,locals,Medium-Range
matrix,962,957,locals,Short-Range
columnIndex,962,957,locals,Short-Range
column,962,957,locals,Short-Range
errorNotThrown,964,958,locals,Short-Range
errorNotThrown,966,964,locals,Short-Range
errorNotThrown,969,966,locals,Short-Range
ColumnMajorDoubleMatrix,979,355,classes,Long-Range
RowMajorDoubleMatrix,980,405,classes,Long-Range
simpleInitializeMatrix,982,746,methods,Long-Range
cMatrix,982,979,locals,Short-Range
simpleInitializeMatrix,983,746,methods,Long-Range
rMatrix,983,980,locals,Short-Range
seeIfSetRowWorks,985,997,methods,Medium-Range
cMatrix,985,979,locals,Short-Range
seeIfSetRowWorks,986,997,methods,Medium-Range
rMatrix,986,980,locals,Short-Range
throwsCorrectExceptionSetRow,1004,1032,methods,Medium-Range
matrix,1004,997,locals,Short-Range
row,1004,998,locals,Short-Range
throwsCorrectExceptionSetRow,1005,1032,methods,Medium-Range
matrix,1005,997,locals,Short-Range
row,1005,998,locals,Short-Range
throwsCorrectExceptionSetRow,1006,1032,methods,Medium-Range
matrix,1006,997,locals,Short-Range
inappropriateLengthRow,1006,999,locals,Short-Range
throwsCorrectExceptionSetRow,1007,1032,methods,Medium-Range
matrix,1007,997,locals,Short-Range
inappropriateLengthRow2,1007,1000,locals,Short-Range
matrix,1011,997,locals,Medium-Range
row,1011,998,locals,Medium-Range
checkListsAreEqual,1012,575,methods,Long-Range
matrix,1012,997,locals,Medium-Range
matrix,1037,1032,locals,Short-Range
rowIndex,1037,1032,locals,Short-Range
row,1037,1032,locals,Short-Range
errorNotThrown,1039,1033,locals,Short-Range
errorNotThrown,1041,1039,locals,Short-Range
errorNotThrown,1044,1041,locals,Short-Range
ColumnMajorDoubleMatrix,1053,355,classes,Long-Range
RowMajorDoubleMatrix,1054,405,classes,Long-Range
seeIfComplexSetAndGetWorks,1056,1066,methods,Short-Range
cMatrix,1056,1053,locals,Short-Range
seeIfComplexSetAndGetWorks,1057,1066,methods,Short-Range
rMatrix,1057,1054,locals,Short-Range
matrix,1075,1066,locals,Short-Range
column,1075,1069,locals,Short-Range
matrix,1076,1066,locals,Short-Range
row,1076,1067,locals,Short-Range
checkListsAreEqual,1078,575,methods,Long-Range
matrix,1078,1066,locals,Medium-Range
matrix,1081,1066,locals,Medium-Range
secondColumn,1081,1070,locals,Medium-Range
checkListsAreEqual,1082,575,methods,Long-Range
matrix,1082,1066,locals,Medium-Range
checkCloseEnough,1085,486,methods,Long-Range
matrix,1085,1066,locals,Medium-Range
RowMajorDoubleMatrix,1097,405,classes,Long-Range
RowMajorDoubleMatrix,1098,405,classes,Long-Range
RowMajorDoubleMatrix,1099,405,classes,Long-Range
RowMajorDoubleMatrix,1100,405,classes,Long-Range
throwsCorrectExceptionWithGet,1103,663,methods,Long-Range
rMatrixSizeZero,1103,1097,locals,Short-Range
throwsCorrectExceptionWithGet,1104,663,methods,Long-Range
rMatrixSizeOneColumn,1104,1098,locals,Short-Range
throwsCorrectExceptionWithGet,1105,663,methods,Long-Range
rMatrixSizeOneRow,1105,1099,locals,Short-Range
throwsCorrectExceptionWithGet,1106,663,methods,Long-Range
rMatrixSizeOne,1106,1100,locals,Short-Range
ColumnMajorDoubleMatrix,1109,355,classes,Long-Range
ColumnMajorDoubleMatrix,1110,355,classes,Long-Range
ColumnMajorDoubleMatrix,1111,355,classes,Long-Range
ColumnMajorDoubleMatrix,1112,355,classes,Long-Range
throwsCorrectExceptionWithGet,1115,663,methods,Long-Range
cMatrixSizeZero,1115,1109,locals,Short-Range
throwsCorrectExceptionWithGet,1116,663,methods,Long-Range
cMatrixSizeOneColumn,1116,1110,locals,Short-Range
throwsCorrectExceptionWithGet,1117,663,methods,Long-Range
cMatrixSizeOneRow,1117,1111,locals,Short-Range
throwsCorrectExceptionWithGet,1118,663,methods,Long-Range
cMatrixSizeOne,1118,1112,locals,Short-Range
checkMe,1128,1126,locals,Short-Range
checkMe,1129,1126,locals,Short-Range
i,1132,1132,locals,Short-Range
numColumns,1132,1128,locals,Short-Range
j,1133,1133,locals,Short-Range
numRows,1133,1129,locals,Short-Range
j,1135,1133,locals,Short-Range
i,1135,1132,locals,Short-Range
checkMe,1136,1126,locals,Short-Range
j,1136,1133,locals,Short-Range
i,1136,1132,locals,Short-Range
entry,1136,1135,locals,Short-Range
i,1138,1132,locals,Short-Range
j,1138,1133,locals,Short-Range
i,1144,1144,locals,Short-Range
numColumns,1144,1128,locals,Medium-Range
j,1145,1145,locals,Short-Range
numRows,1145,1129,locals,Medium-Range
j,1147,1145,locals,Short-Range
i,1147,1144,locals,Short-Range
entry,1148,1147,locals,Short-Range
checkMe,1148,1126,locals,Medium-Range
j,1148,1145,locals,Short-Range
i,1148,1144,locals,Short-Range
i,1150,1144,locals,Short-Range
j,1150,1145,locals,Short-Range
RowMajorDoubleMatrix,1161,405,classes,Long-Range
sparseMatrixLargeTester,1162,1126,methods,Long-Range
rMatrix,1162,1161,locals,Short-Range
ColumnMajorDoubleMatrix,1170,355,classes,Long-Range
sparseMatrixLargeTester,1171,1126,methods,Long-Range
cMatrix,1171,1170,locals,Short-Range
i,1196,1196,locals,Short-Range
j,1197,1197,locals,Short-Range
k,1198,1198,locals,Short-Range
i,1199,1196,locals,Short-Range
j,1199,1197,locals,Short-Range
numRows,1199,1184,locals,Medium-Range
i,1200,1196,locals,Short-Range
k,1200,1198,locals,Short-Range
numCols,1200,1185,locals,Medium-Range
numRows,1203,1199,locals,Short-Range
changeRows,1203,1187,locals,Medium-Range
numRows,1205,1199,locals,Short-Range
changeRows,1205,1203,locals,Short-Range
numCols,1208,1200,locals,Short-Range
changeCols,1208,1189,locals,Medium-Range
numCols,1210,1200,locals,Short-Range
changeCols,1210,1208,locals,Short-Range
setValues,1216,475,globals,Long-Range
setValues,1217,475,globals,Long-Range
changeRows,1219,1205,locals,Medium-Range
changeCols,1221,1210,locals,Medium-Range
changeRows,1222,1205,locals,Medium-Range
ColumnMajorDoubleMatrix,1224,355,classes,Long-Range
numRows,1224,1199,locals,Medium-Range
numCols,1224,1200,locals,Medium-Range
myMatrix,1224,1191,locals,Long-Range
numCols,1225,1200,locals,Medium-Range
testVal,1225,1216,locals,Short-Range
setRow,1225,1192,locals,Long-Range
testSetEntryRowCombo,1226,1375,methods,Long-Range
myMatrix,1226,1224,locals,Short-Range
change_i_Entry,1226,1221,locals,Short-Range
change_j_Entry,1226,1222,locals,Short-Range
changeRow,1226,1219,locals,Short-Range
changeVal,1226,1217,locals,Short-Range
setRow,1226,1225,locals,Short-Range
ColumnMajorDoubleMatrix,1229,355,classes,Long-Range
numRows,1229,1199,locals,Medium-Range
numCols,1229,1200,locals,Medium-Range
myMatrix,1229,1224,locals,Short-Range
numCols,1230,1200,locals,Medium-Range
testVal,1230,1216,locals,Medium-Range
setRow,1230,1225,locals,Short-Range
testSetRowEntryCombo,1231,1416,methods,Long-Range
myMatrix,1231,1229,locals,Short-Range
change_i_Entry,1231,1221,locals,Short-Range
change_j_Entry,1231,1222,locals,Short-Range
changeRow,1231,1219,locals,Medium-Range
changeVal,1231,1217,locals,Medium-Range
setRow,1231,1230,locals,Short-Range
RowMajorDoubleMatrix,1234,405,classes,Long-Range
numRows,1234,1199,locals,Long-Range
numCols,1234,1200,locals,Long-Range
myMatrix,1234,1229,locals,Short-Range
numCols,1235,1200,locals,Long-Range
testVal,1235,1216,locals,Medium-Range
setRow,1235,1230,locals,Short-Range
testSetEntryRowCombo,1236,1375,methods,Long-Range
myMatrix,1236,1234,locals,Short-Range
change_i_Entry,1236,1221,locals,Medium-Range
change_j_Entry,1236,1222,locals,Medium-Range
changeRow,1236,1219,locals,Medium-Range
changeVal,1236,1217,locals,Medium-Range
setRow,1236,1235,locals,Short-Range
RowMajorDoubleMatrix,1239,405,classes,Long-Range
numRows,1239,1199,locals,Long-Range
numCols,1239,1200,locals,Long-Range
myMatrix,1239,1234,locals,Short-Range
numCols,1240,1200,locals,Long-Range
testVal,1240,1216,locals,Medium-Range
setRow,1240,1235,locals,Short-Range
testSetRowEntryCombo,1241,1416,methods,Long-Range
myMatrix,1241,1239,locals,Short-Range
change_i_Entry,1241,1221,locals,Medium-Range
change_j_Entry,1241,1222,locals,Medium-Range
changeRow,1241,1219,locals,Medium-Range
changeVal,1241,1217,locals,Medium-Range
setRow,1241,1240,locals,Short-Range
setValues,1252,475,globals,Long-Range
setValues,1253,475,globals,Long-Range
changeCols,1255,1210,locals,Long-Range
changeCols,1257,1210,locals,Long-Range
changeRows,1258,1205,locals,Long-Range
ColumnMajorDoubleMatrix,1260,355,classes,Long-Range
numRows,1260,1199,locals,Long-Range
numCols,1260,1200,locals,Long-Range
myMatrix,1260,1191,locals,Long-Range
numRows,1261,1199,locals,Long-Range
testVal,1261,1252,locals,Short-Range
setCol,1261,1193,locals,Long-Range
testSetEntryColCombo,1262,1455,methods,Long-Range
myMatrix,1262,1260,locals,Short-Range
change_i_Entry,1262,1257,locals,Short-Range
change_j_Entry,1262,1258,locals,Short-Range
changeCol,1262,1255,locals,Short-Range
changeVal,1262,1253,locals,Short-Range
setCol,1262,1261,locals,Short-Range
ColumnMajorDoubleMatrix,1265,355,classes,Long-Range
numRows,1265,1199,locals,Long-Range
numCols,1265,1200,locals,Long-Range
myMatrix,1265,1260,locals,Short-Range
numRows,1266,1199,locals,Long-Range
testVal,1266,1252,locals,Medium-Range
setCol,1266,1261,locals,Short-Range
testSetColEntryCombo,1267,1496,methods,Long-Range
myMatrix,1267,1265,locals,Short-Range
change_i_Entry,1267,1257,locals,Short-Range
change_j_Entry,1267,1258,locals,Short-Range
changeCol,1267,1255,locals,Medium-Range
changeVal,1267,1253,locals,Medium-Range
setCol,1267,1266,locals,Short-Range
RowMajorDoubleMatrix,1270,405,classes,Long-Range
numRows,1270,1199,locals,Long-Range
numCols,1270,1200,locals,Long-Range
myMatrix,1270,1265,locals,Short-Range
numRows,1271,1199,locals,Long-Range
testVal,1271,1252,locals,Medium-Range
setCol,1271,1266,locals,Short-Range
testSetEntryColCombo,1272,1455,methods,Long-Range
myMatrix,1272,1270,locals,Short-Range
change_i_Entry,1272,1257,locals,Medium-Range
change_j_Entry,1272,1258,locals,Medium-Range
changeCol,1272,1255,locals,Medium-Range
changeVal,1272,1253,locals,Medium-Range
setCol,1272,1271,locals,Short-Range
RowMajorDoubleMatrix,1275,405,classes,Long-Range
numRows,1275,1199,locals,Long-Range
numCols,1275,1200,locals,Long-Range
myMatrix,1275,1270,locals,Short-Range
numRows,1276,1199,locals,Long-Range
testVal,1276,1252,locals,Medium-Range
setCol,1276,1271,locals,Short-Range
testSetColEntryCombo,1277,1496,methods,Long-Range
myMatrix,1277,1275,locals,Short-Range
change_i_Entry,1277,1257,locals,Medium-Range
change_j_Entry,1277,1258,locals,Medium-Range
changeCol,1277,1255,locals,Medium-Range
changeVal,1277,1253,locals,Medium-Range
setCol,1277,1276,locals,Short-Range
i,1308,1308,locals,Short-Range
j,1309,1309,locals,Short-Range
k,1310,1310,locals,Short-Range
i,1311,1308,locals,Short-Range
j,1311,1309,locals,Short-Range
numRows,1311,1296,locals,Medium-Range
i,1312,1308,locals,Short-Range
k,1312,1310,locals,Short-Range
numCols,1312,1297,locals,Medium-Range
numRows,1315,1311,locals,Short-Range
changeRows,1315,1299,locals,Medium-Range
numRows,1317,1311,locals,Short-Range
changeRows,1317,1315,locals,Short-Range
numCols,1320,1312,locals,Short-Range
changeCols,1320,1301,locals,Medium-Range
numCols,1322,1312,locals,Short-Range
changeCols,1322,1320,locals,Short-Range
setValues,1328,475,globals,Long-Range
setValues,1329,475,globals,Long-Range
changeRows,1331,1317,locals,Medium-Range
