var_name,usage_line,def_line,scope_type,range_type
prod,136,135,local,Short-Range
reg,138,132,local,Short-Range
reg_coef,138,122,local,Medium-Range
reg,139,132,local,Short-Range
reg_coef,139,122,local,Medium-Range
batch_size_in_transitions,149,143,local,Short-Range
episodic_data,150,143,local,Short-Range
episodic_data,151,143,local,Short-Range
tf,154,20,library,Long-Range
successes,154,151,local,Short-Range
tf,156,20,library,Long-Range
terminate_idxes,156,154,local,Short-Range
terminate_idxes,157,154,local,Short-Range
tf,157,20,library,Long-Range
T,157,150,local,Short-Range
tf,158,20,library,Long-Range
mask_no_success,158,156,local,Short-Range
terminate_idxes,158,157,local,Short-Range
terminate_idxes,161,157,local,Short-Range
tf,161,20,library,Long-Range
tfp,162,21,library,Long-Range
p,162,161,local,Short-Range
batch_size,162,149,local,Medium-Range
tf,163,20,library,Long-Range
terminate_idxes,163,157,local,Short-Range
episode_idxs,163,162,local,Short-Range
tf,165,20,library,Long-Range
episode_idxs,165,163,local,Short-Range
terminate_idxes,166,165,local,Short-Range
tf,171,20,library,Long-Range
batch_size,171,149,local,Medium-Range
t_samples_frac,172,171,local,Short-Range
tf,172,20,library,Long-Range
terminate_idxes,172,165,local,Short-Range
tf,173,20,library,Long-Range
terminate_idxes,173,165,local,Short-Range
tf,176,20,library,Long-Range
t_samples_frac,176,171,local,Short-Range
rdm_past_offset_frac,177,176,local,Short-Range
tf,177,20,library,Long-Range
t_samples,177,173,local,Short-Range
tf,178,20,library,Long-Range
t_samples,178,173,local,Short-Range
t_samples_init,179,178,local,Short-Range
tf,182,20,library,Long-Range
batch_size,182,149,local,Long-Range
rdm_future_offset_frac,183,182,local,Short-Range
tf,183,20,library,Long-Range
terminate_idxes,183,165,local,Medium-Range
t_samples,183,173,local,Short-Range
tf,184,20,library,Long-Range
terminate_idxes,184,165,local,Medium-Range
future_offset,184,183,local,Short-Range
t_samples,185,173,local,Medium-Range
future_offset,185,184,local,Short-Range
t_samples_future,186,185,local,Short-Range
tf,190,20,library,Long-Range
episode_idxs,190,163,local,Medium-Range
t_samples,190,173,local,Medium-Range
episodic_data,192,143,local,Long-Range
transitions,193,191,local,Short-Range
key,193,192,loop,Short-Range
tf,193,20,library,Long-Range
episodic_data,193,143,local,Long-Range
curr_indices,193,190,local,Short-Range
transitions,195,191,local,Short-Range
state_to_goal,195,142,local,Long-Range
tf,196,20,library,Long-Range
episodic_data,196,143,local,Long-Range
curr_indices,196,190,local,Short-Range
tf,200,20,library,Long-Range
episode_idxs,200,163,local,Long-Range
t_samples_future,200,185,local,Medium-Range
transitions,201,195,local,Short-Range
state_to_goal,201,142,local,Long-Range
tf,201,20,library,Long-Range
episodic_data,201,143,local,Long-Range
future_indices,201,200,local,Short-Range
tf,205,20,library,Long-Range
episode_idxs,205,163,local,Long-Range
t_samples_init,205,178,local,Medium-Range
transitions,206,201,local,Medium-Range
tf,206,20,library,Long-Range
episodic_data,206,143,local,Long-Range
init_indices,206,205,local,Short-Range
transitions,207,206,local,Medium-Range
transitions,208,206,local,Medium-Range
sample_style,210,142,local,Long-Range
sample_random_transitions,211,143,function,Long-Range
Dict,217,16,library,Long-Range
Tuple,217,17,library,Long-Range
self,227,217,local,Short-Range
tf,227,20,library,Long-Range
T,227,217,local,Short-Range
self,228,217,local,Medium-Range
tf,228,20,library,Long-Range
size_in_transitions,228,217,local,Medium-Range
T,228,217,local,Medium-Range
self,230,217,local,Medium-Range
tf,230,20,library,Long-Range
self,231,217,local,Medium-Range
tf,231,20,library,Long-Range
self,233,217,local,Medium-Range
transition_fn,233,217,local,Medium-Range
self,234,217,local,Medium-Range
List,234,16,library,Long-Range
key,234,234,list_comp,Short-Range
buffer_shapes,234,217,local,Medium-Range
key,235,235,list_comp,Short-Range
self,235,217,local,Medium-Range
tf,235,20,library,Long-Range
buffer_shapes,235,217,local,Medium-Range
self,236,217,local,Medium-Range
Table,236,24,library,Long-Range
tensor_spec,236,235,local,Short-Range
tf,238,20,library,Long-Range
self,242,239,local,Short-Range
tf,242,20,library,Long-Range
self,243,239,local,Short-Range
buffered_data,244,241,local,Short-Range
key,244,243,loop,Short-Range
_data,244,242,local,Short-Range
index,244,243,loop,Short-Range
self,246,239,local,Short-Range
buffered_data,246,241,local,Short-Range
batch_size,246,239,local,Short-Range
transitions,247,246,local,Short-Range
transitions,248,246,local,Short-Range
tf,250,20,library,Long-Range
ep_start,253,251,local,Short-Range
ep_end,253,251,local,Short-Range
num_episodes,254,251,local,Short-Range
tf,255,20,library,Long-Range
self,255,251,local,Short-Range
self,257,251,local,Short-Range
tf,258,20,library,Long-Range
num_episodes,258,257,local,Short-Range
tf,260,20,library,Long-Range
ep_start,260,251,local,Short-Range
ep_end,260,251,local,Short-Range
self,263,251,local,Medium-Range
ep_range,263,260,local,Short-Range
self,264,251,local,Medium-Range
buffered_data,265,262,local,Short-Range
key,265,264,loop,Short-Range
_data,265,263,local,Short-Range
index,265,264,loop,Short-Range
buffered_data,266,262,local,Short-Range
buffered_data,267,262,local,Short-Range
tf,269,20,library,Long-Range
self,275,270,local,Short-Range
tf,275,20,library,Long-Range
key,276,276,list_comp,Short-Range
self,276,270,local,Short-Range
episode_batch,276,270,local,Short-Range
self,277,270,local,Short-Range
idxs,277,275,local,Short-Range
values,277,276,local,Short-Range
self,278,270,local,Short-Range
tf,281,20,library,Long-Range
episodes_batch,281,280,local,Short-Range
self,283,280,local,Short-Range
episode_batch,284,282,local,Short-Range
key,284,283,loop,Short-Range
tf,284,20,library,Long-Range
episodes_batch,284,280,local,Short-Range
ep_idx,284,281,loop,Short-Range
self,285,280,local,Short-Range
episode_batch,285,282,local,Short-Range
num_to_ins,288,287,local,Short-Range
tf,289,20,library,Long-Range
self,292,287,local,Short-Range
num_to_ins,292,287,local,Short-Range
tf,293,20,library,Long-Range
self,293,287,local,Short-Range
num_to_ins,293,287,local,Short-Range
self,294,287,local,Short-Range
num_to_ins,295,287,local,Short-Range
self,295,287,local,Short-Range
tf,296,20,library,Long-Range
self,296,287,local,Short-Range
tf,297,20,library,Long-Range
self,297,287,local,Short-Range
overflow,297,295,local,Short-Range
tf,298,20,library,Long-Range
idx_a,298,296,local,Short-Range
idx_b,298,297,local,Short-Range
tf,300,20,library,Long-Range
self,300,287,local,Medium-Range
num_to_ins,300,287,local,Medium-Range
self,303,287,local,Medium-Range
tf,303,20,library,Long-Range
num_to_ins,303,287,local,Medium-Range
idxs,304,300,local,Short-Range
idxs,305,300,local,Short-Range
self,308,307,local,Short-Range
self,311,310,local,Short-Range
self,314,313,local,Short-Range
self,318,317,local,Short-Range
self,321,320,local,Short-Range
self,325,323,local,Short-Range
tf,325,20,library,Long-Range
self,326,323,local,Short-Range
buffered_data,327,324,local,Short-Range
key,327,326,loop,Short-Range
_data,327,325,local,Short-Range
index,327,326,loop,Short-Range
path,329,323,local,Short-Range
pickle,330,12,library,Long-Range
buffered_data,330,324,local,Short-Range
buffered_data,334,332,local,Short-Range
clear_buffer,337,332,local,Short-Range
self,338,332,local,Short-Range
num_demos_to_load,340,332,local,Short-Range
np,343,19,library,Long-Range
buffered_data,343,332,local,Medium-Range
num_demos_to_load,343,332,local,Medium-Range
buffered_data,345,332,local,Medium-Range
buffered_data,346,332,local,Medium-Range
key,346,345,loop,Short-Range
tf,346,20,library,Long-Range
idxs,346,343,local,Short-Range
key,349,349,list_comp,Short-Range
self,349,332,local,Medium-Range
buffered_data,349,332,local,Medium-Range
np,350,19,library,Long-Range
data_sizes,350,349,local,Short-Range
self,352,332,local,Medium-Range
data_sizes,352,349,local,Short-Range
key,353,353,list_comp,Short-Range
self,353,332,local,Medium-Range
buffered_data,353,332,local,Medium-Range
self,355,332,local,Medium-Range
idxs,355,352,local,Short-Range
values,355,353,local,Short-Range
self,356,332,local,Medium-Range
idxs,356,352,local,Short-Range
tf,359,20,library,Long-Range
Actor,361,359,class,Short-Range
self,361,360,local,Short-Range
self,364,360,local,Short-Range
tf,364,20,library,Long-Range
Dense,365,23,library,Long-Range
tf,365,20,library,Long-Range
Dense,366,23,library,Long-Range
tf,366,20,library,Long-Range
Dense,367,23,library,Long-Range
tf,367,20,library,Long-Range
Dense,368,23,library,Long-Range
action_dim,368,360,local,Short-Range
self,371,360,local,Medium-Range
self,372,360,local,Medium-Range
np,372,19,library,Long-Range
self,373,360,local,Medium-Range
tf,373,20,library,Long-Range
np,373,19,library,Long-Range
self,374,360,local,Medium-Range
self,376,360,local,Medium-Range
self,386,378,local,Short-Range
states,386,378,local,Short-Range
tf,387,20,library,Long-Range
mu,387,386,local,Short-Range
tf,388,20,library,Long-Range
self,388,378,local,Short-Range
mu,388,387,local,Short-Range
tf,390,20,library,Long-Range
mu,390,388,local,Short-Range
self,390,378,local,Medium-Range
tf,392,20,library,Long-Range
self,392,378,local,Medium-Range
actions,392,378,local,Short-Range
tf,395,20,library,Long-Range
actions,395,392,local,Short-Range
mu,395,388,local,Short-Range
std,395,390,local,Short-Range
self,395,378,local,Medium-Range
tf,396,20,library,Long-Range
log_probs,397,396,local,Short-Range
log_probs,398,396,local,Short-Range
self,409,400,local,Short-Range
states,409,400,local,Short-Range
tf,410,20,library,Long-Range
mu,410,409,local,Short-Range
tf,411,20,library,Long-Range
self,411,400,local,Medium-Range
mu,411,410,local,Short-Range
self,413,400,local,Medium-Range
tf,415,20,library,Long-Range
mu,415,411,local,Short-Range
self,415,400,local,Medium-Range
mu,417,411,local,Short-Range
self,420,400,local,Medium-Range
states,420,400,local,Medium-Range
actions,420,417,local,Short-Range
tf,421,20,library,Long-Range
tf,423,20,library,Long-Range
self,423,400,local,Medium-Range
actions,423,417,local,Short-Range
mu,424,411,local,Medium-Range
actions,425,423,local,Short-Range
log_probs,426,421,local,Short-Range
mu,427,411,local,Medium-Range
actions,427,423,local,Short-Range
log_probs,427,421,local,Short-Range
tf,430,20,library,Long-Range
ABC,430,13,library,Long-Range
Namespace,431,14,library,Long-Range
BC,432,430,class,Short-Range
self,432,431,local,Short-Range
self,433,431,local,Short-Range
args,433,431,local,Short-Range
self,436,431,local,Short-Range
Actor,436,359,class,Long-Range
args,436,431,local,Short-Range
self,437,431,local,Short-Range
tf,437,20,library,Long-Range
args,437,431,local,Short-Range
self,440,431,local,Short-Range
self,443,431,local,Medium-Range
logger,444,54,local,Long-Range
self,444,431,local,Medium-Range
tf,446,20,library,Long-Range
tf,448,20,library,Long-Range
self,449,447,local,Short-Range
self,451,447,local,Short-Range
tf,451,20,library,Long-Range
data_rb,451,447,local,Short-Range
tf,452,20,library,Long-Range
data_rb,452,447,local,Short-Range
actions_mu,452,451,local,Short-Range
tf,453,20,library,Long-Range
pi_loss,453,452,local,Short-Range
orthogonal_regularization,454,122,function,Long-Range
self,454,447,local,Short-Range
pi_loss,455,453,local,Short-Range
penalty,455,454,local,Short-Range
pi_loss_w_penalty,457,455,local,Short-Range
self,457,447,local,Short-Range
self,458,447,local,Medium-Range
grads,458,457,local,Short-Range
pi_loss,459,453,local,Short-Range
penalty,460,454,local,Short-Range
pi_loss,462,453,local,Short-Range
penalty,463,454,local,Short-Range
tf,467,20,library,Long-Range
self,467,466,local,Short-Range
tf,468,20,library,Long-Range
self,468,466,local,Short-Range
tf,469,20,library,Long-Range
self,469,466,local,Short-Range
env_goal,472,468,local,Short-Range
prev_skill,475,466,local,Short-Range
tf,479,20,library,Long-Range
epsilon,479,466,local,Medium-Range
tf,480,20,library,Long-Range
self,480,466,local,Medium-Range
self,483,466,local,Medium-Range
tf,483,20,library,Long-Range
state,483,467,local,Medium-Range
curr_goal,483,472,local,Medium-Range
tf,484,20,library,Long-Range
action_mu,484,483,local,Short-Range
stddev,484,466,local,Medium-Range
action_mu,485,483,local,Short-Range
action_dev,485,484,local,Short-Range
tf,486,20,library,Long-Range
self,486,466,local,Medium-Range
action,486,485,local,Short-Range
tf,489,20,library,Long-Range
action,489,486,local,Short-Range
tf,490,20,library,Long-Range
action,490,486,local,Short-Range
has_nan,491,489,local,Short-Range
has_inf,491,490,local,Short-Range
logger,492,54,local,Long-Range
action,492,486,local,Short-Range
action,493,486,local,Short-Range
tf,493,20,library,Long-Range
curr_goal,495,472,local,Medium-Range
curr_skill,495,475,local,Medium-Range
action,495,493,local,Short-Range
tf,501,20,library,Long-Range
self,501,497,local,Short-Range
skill,502,501,local,Short-Range
g_env,506,505,local,Short-Range
self,510,508,local,Short-Range
tf,510,20,library,Long-Range
np,510,19,library,Long-Range
self,513,512,local,Short-Range
dir_param,513,512,local,Short-Range
self,516,515,local,Short-Range
dir_param,516,515,local,Short-Range
ReplayBufferTf,531,216,class,Long-Range
ReplayBufferTf,532,216,class,Long-Range
self,535,526,local,Short-Range
args,535,526,local,Short-Range
self,536,526,local,Short-Range
model,536,526,local,Short-Range
self,539,526,local,Medium-Range
expert_buffer,539,531,local,Medium-Range
self,540,526,local,Medium-Range
offline_buffer,540,532,local,Medium-Range
self,542,526,local,Medium-Range
self,543,526,local,Medium-Range
os,546,8,library,Long-Range
args,546,526,local,Medium-Range
os,547,8,library,Long-Range
args,547,526,local,Medium-Range
os,549,8,library,Long-Range
args,549,526,local,Medium-Range
os,550,8,library,Long-Range
args,550,526,local,Medium-Range
self,551,526,local,Medium-Range
tf,551,20,library,Long-Range
args,551,526,local,Medium-Range
self,554,526,local,Medium-Range
self,555,526,local,Medium-Range
wandb,555,22,library,Long-Range
args,556,526,local,Medium-Range
args,557,526,local,Long-Range
algo,558,526,local,Long-Range
current_time,558,34,local,Long-Range
tf,562,20,library,Long-Range
tf,563,20,library,Long-Range
tf,566,20,library,Long-Range
self,566,565,local,Short-Range
item,567,566,local,Short-Range
os,570,8,library,Long-Range
dir_param,570,569,local,Short-Range
os,571,8,library,Long-Range
dir_param,571,569,local,Short-Range
self,572,569,local,Short-Range
dir_param,572,569,local,Short-Range
self,575,574,local,Short-Range
dir_param,575,574,local,Short-Range
transitions,579,577,local,Short-Range
trans,582,579,local,Short-Range
self,582,577,local,Short-Range
trans,583,582,local,Short-Range
self,583,577,local,Short-Range
trans,584,583,local,Short-Range
self,584,577,local,Short-Range
trans,585,584,local,Short-Range
self,585,577,local,Short-Range
trans,586,585,local,Short-Range
self,586,577,local,Short-Range
trans,587,586,local,Short-Range
self,587,577,local,Short-Range
self,589,577,local,Medium-Range
trans,590,587,local,Medium-Range
trans,592,587,local,Medium-Range
trans,595,592,local,Medium-Range
tf,595,20,library,Long-Range
expert,595,577,local,Medium-Range
trans,596,595,local,Medium-Range
tf,596,20,library,Long-Range
is_supervised,596,577,local,Medium-Range
trans,599,596,local,Medium-Range
tf,599,20,library,Long-Range
tf,600,20,library,Long-Range
trans,600,596,local,Medium-Range
tf,601,20,library,Long-Range
trans,603,599,local,Medium-Range
tf,603,20,library,Long-Range
trans,606,603,local,Medium-Range
trans,607,603,local,Medium-Range
key,607,606,loop,Short-Range
tf,607,20,library,Long-Range
trans,608,603,local,Medium-Range
trans,609,603,local,Medium-Range
Union,614,16,library,Long-Range
Dict,614,16,library,Long-Range
buffer,614,611,local,Short-Range
batch_size,614,611,local,Short-Range
v,618,618,generator_exp,Short-Range
skill,622,619,loop,Short-Range
skill,623,619,loop,Short-Range
self,623,611,local,Medium-Range
skill,624,619,loop,Short-Range
tf,624,20,library,Long-Range
skill,627,619,loop,Short-Range
keys,630,617,local,Medium-Range
keys,634,617,local,Medium-Range
key,634,634,generator_exp,Medium-Range
skill,638,636,loop,Short-Range
keys,639,617,local,Medium-Range
combined_transitions,640,634,local,Short-Range
key,640,639,loop,Short-Range
skill,640,636,loop,Short-Range
keys,642,617,local,Medium-Range
combined_transitions,643,634,local,Short-Range
key,643,642,loop,Short-Range
tf,643,20,library,Long-Range
combined_transitions,645,634,local,Medium-Range
transitions,647,614,local,Short-Range
self,648,611,local,Long-Range
transitions,649,648,local,Short-Range
tf,649,20,library,Long-Range
transitions,654,648,local,Short-Range
transitions,655,648,local,Short-Range
tf,657,20,library,Long-Range
self,660,658,local,Short-Range
self,662,658,local,Short-Range
self,663,658,local,Short-Range
self,664,658,local,Short-Range
data_expert,664,662,local,Short-Range
data_policy,664,663,local,Short-Range
loss_dict,668,664,local,Short-Range
key,669,668,loop,Short-Range
avg_loss_dict,669,667,local,Short-Range
avg_loss_dict,670,667,local,Short-Range
key,670,668,loop,Short-Range
avg_loss_dict,671,667,local,Short-Range
key,671,668,loop,Short-Range
loss_dict,671,664,local,Short-Range
avg_loss_dict,672,667,local,Short-Range
avg_loss_dict,673,667,local,Short-Range
key,673,672,loop,Short-Range
tf,673,20,library,Long-Range
avg_loss_dict,674,667,local,Short-Range
avg_loss_dict,675,667,local,Short-Range
AgentBase,682,525,class,Long-Range
ReplayBufferTf,684,216,class,Long-Range
ReplayBufferTf,685,216,class,Long-Range
Agent,687,682,class,Short-Range
self,687,683,local,Short-Range
args,687,683,local,Short-Range
BC,687,430,class,Long-Range
expert_buffer,687,684,local,Short-Range
offline_buffer,687,685,local,Short-Range
self,690,689,local,Short-Range
dir_param,690,689,local,Short-Range
self,693,692,local,Short-Range
self,699,692,local,Short-Range
self,700,692,local,Short-Range
self,701,692,local,Short-Range
data_exp,701,699,local,Short-Range
self,702,692,local,Short-Range
data_exp,702,699,local,Short-Range
self,703,692,local,Medium-Range
data_off,703,700,local,Short-Range
tqdm,705,25,library,Long-Range
args,705,693,local,Medium-Range
args,706,693,local,Medium-Range
curr_t,709,706,loop,Short-Range
args,709,693,local,Medium-Range
tf,710,20,library,Long-Range
curr_t,710,706,loop,Short-Range
self,711,692,local,Medium-Range
self,715,692,local,Medium-Range
avg_loss_dict,716,715,local,Short-Range
avg_loss_dict,717,715,local,Short-Range
key,717,716,loop,Short-Range
self,720,692,local,Medium-Range
self,721,692,local,Medium-Range
avg_loss_dict,721,715,local,Short-Range
log_step,721,696,local,Medium-Range
self,722,692,local,Medium-Range
self,723,692,local,Long-Range
self,724,692,local,Long-Range
log_step,725,696,local,Medium-Range
log_step,729,696,local,Long-Range
self,732,692,local,Long-Range
args,732,693,local,Long-Range
args,741,735,local,Short-Range
args,742,735,local,Short-Range
args,743,735,local,Short-Range
args,747,735,local,Medium-Range
args,748,735,local,Medium-Range
ag_in_env_goal,750,735,local,Medium-Range
args,751,735,local,Medium-Range
args,753,735,local,Medium-Range
args,754,735,local,Medium-Range
args,755,735,local,Medium-Range
os,760,8,library,Long-Range
script_dir,760,44,local,Long-Range
argparse,762,5,library,Long-Range
parser,764,762,local,Short-Range
parser,765,762,local,Short-Range
parser,768,762,local,Short-Range
parser,769,762,local,Short-Range
parser,770,762,local,Short-Range
db,770,758,local,Medium-Range
parser,772,762,local,Short-Range
parser,773,762,local,Medium-Range
parser,776,762,local,Medium-Range
parser,777,762,local,Medium-Range
parser,778,762,local,Medium-Range
parser,780,762,local,Medium-Range
parser,781,762,local,Medium-Range
parser,783,762,local,Medium-Range
parser,784,762,local,Medium-Range
parser,786,762,local,Medium-Range
parser,790,762,local,Medium-Range
parser,794,762,local,Long-Range
db,794,758,local,Long-Range
parser,796,762,local,Long-Range
db,796,758,local,Long-Range
parser,798,762,local,Long-Range
parser,800,762,local,Long-Range
parser,805,762,local,Long-Range
parser,811,762,local,Long-Range
parser,814,762,local,Long-Range
parser,818,762,local,Long-Range
parser,820,762,local,Long-Range
parser,822,762,local,Long-Range
parser,824,762,local,Long-Range
parser,828,762,local,Long-Range
parser,829,762,local,Long-Range
parser,832,762,local,Long-Range
parser,833,762,local,Long-Range
parser,835,762,local,Long-Range
parser,837,762,local,Long-Range
parser,839,762,local,Long-Range
parser,840,762,local,Long-Range
parser,841,762,local,Long-Range
parser,842,762,local,Long-Range
parser,846,762,local,Long-Range
data_dir,846,760,local,Long-Range
parser,847,762,local,Long-Range
log_dir,847,46,local,Long-Range
parser,848,762,local,Long-Range
os,848,8,library,Long-Range
log_dir,848,46,local,Long-Range
parser,849,762,local,Long-Range
os,849,8,library,Long-Range
log_dir,849,46,local,Long-Range
parser,850,762,local,Long-Range
os,850,8,library,Long-Range
log_dir,850,46,local,Long-Range
parser,851,762,local,Long-Range
parser,853,762,local,Long-Range
parser,856,762,local,Long-Range
get_config_env,859,735,function,Long-Range
args,862,859,local,Short-Range
args,863,859,local,Short-Range
args,866,859,local,Short-Range
args,867,859,local,Short-Range
args,868,859,local,Short-Range
args,871,859,local,Medium-Range
args,872,859,local,Medium-Range
args,873,859,local,Medium-Range
args,874,859,local,Medium-Range
args,875,859,local,Medium-Range
args,876,859,local,Medium-Range
args,878,859,local,Medium-Range
args,880,859,local,Medium-Range
db,885,883,local,Short-Range
tf,888,20,library,Long-Range
db,888,883,local,Short-Range
logger,890,54,local,Long-Range
algo,890,883,local,Short-Range
get_config,892,758,function,Long-Range
db,892,883,local,Short-Range
args,893,892,local,Short-Range
algo,893,883,local,Short-Range
args,894,892,local,Short-Range
log_dir,894,46,local,Long-Range
logger,896,54,local,Long-Range
args,897,892,local,Short-Range
OrderedDict,899,15,library,Long-Range
logger,900,54,local,Long-Range
json,900,7,library,Long-Range
config,900,899,local,Short-Range
tf,903,20,library,Long-Range
tf,904,20,library,Long-Range
args,910,892,local,Medium-Range
Dict,911,16,library,Long-Range
Tuple,911,17,library,Long-Range
get_buffer_shape,911,57,function,Long-Range
args,911,892,local,Medium-Range
ReplayBufferTf,913,216,class,Long-Range
args,914,892,local,Medium-Range
sample_transitions,915,142,function,Long-Range
args,915,892,local,Medium-Range
state_to_goal,915,74,function,Long-Range
n_objs,915,910,local,Short-Range
ReplayBufferTf,917,216,class,Long-Range
args,918,892,local,Medium-Range
sample_transitions,919,142,function,Long-Range
args,919,892,local,Medium-Range
state_to_goal,919,74,function,Long-Range
n_objs,919,910,local,Short-Range
n_objs,921,910,local,Medium-Range
args,922,892,local,Medium-Range
args,923,892,local,Long-Range
n_objs,924,910,local,Medium-Range
args,925,892,local,Long-Range
args,926,892,local,Long-Range
n_objs,927,910,local,Medium-Range
os,932,8,library,Long-Range
args,932,892,local,Long-Range
expert_data_file,932,928,local,Short-Range
os,933,8,library,Long-Range
args,933,892,local,Long-Range
offline_data_file,933,929,local,Short-Range
os,935,8,library,Long-Range
expert_data_path,935,932,local,Short-Range
logger,936,54,local,Long-Range
expert_data_path,937,932,local,Short-Range
sys,938,10,library,Long-Range
os,940,8,library,Long-Range
offline_data_path,940,933,local,Short-Range
logger,941,54,local,Long-Range
offline_data_path,942,933,local,Short-Range
sys,943,10,library,Long-Range
logger,946,54,local,Long-Range
expert_data_path,946,932,local,Medium-Range
expert_data_path,947,932,local,Medium-Range
pickle,948,12,library,Long-Range
repurpose_skill_seq,951,89,function,Long-Range
args,951,892,local,Long-Range
buffered_data,951,948,local,Short-Range
repurpose_skill_seq,952,89,function,Long-Range
args,952,892,local,Long-Range
buffered_data,952,948,local,Short-Range
buffered_data,953,948,local,Short-Range
curr_skills,953,951,local,Short-Range
buffered_data,954,953,local,Short-Range
prev_skills,954,952,local,Short-Range
buffered_data,956,954,local,Short-Range
tf,956,20,library,Long-Range
expert_buffer,957,913,local,Long-Range
buffered_data,957,956,local,Short-Range
args,957,892,local,Long-Range
logger,960,54,local,Long-Range
offline_data_path,960,933,local,Medium-Range
offline_data_path,961,933,local,Medium-Range
pickle,962,12,library,Long-Range
repurpose_skill_seq,965,89,function,Long-Range
args,965,892,local,Long-Range
buffered_data,965,962,local,Short-Range
repurpose_skill_seq,966,89,function,Long-Range
args,966,892,local,Long-Range
buffered_data,966,962,local,Short-Range
buffered_data,967,962,local,Short-Range
curr_skills,967,965,local,Short-Range
buffered_data,968,967,local,Short-Range
prev_skills,968,966,local,Short-Range
buffered_data,970,968,local,Short-Range
tf,970,20,library,Long-Range
offline_buffer,971,917,local,Long-Range
buffered_data,971,970,local,Short-Range
args,971,892,local,Long-Range
time,975,11,library,Long-Range
Agent,977,682,class,Long-Range
args,977,892,local,Long-Range
expert_buffer,977,957,local,Long-Range
offline_buffer,977,971,local,Long-Range
logger,979,54,local,Long-Range
agent,980,977,local,Short-Range
num_runs,985,984,local,Short-Range
run,986,883,function,Long-Range
