var_name,usage_line,def_line,scope_type,range_type
self,157,143,local,Medium-Range
bias_initializer,157,143,local,Medium-Range
self,158,143,local,Medium-Range
gain,158,143,local,Medium-Range
input_shape,161,160,local,Short-Range
self,162,160,local,Short-Range
n_channels,162,161,local,Short-Range
self,163,160,local,Short-Range
tf,163,16,library,Long-Range
fan_in,163,162,local,Short-Range
self,165,160,local,Short-Range
self,167,160,local,Short-Range
self,168,160,local,Short-Range
n_channels,169,161,local,Short-Range
self,170,160,local,Short-Range
tf,172,16,library,Long-Range
self,174,160,local,Medium-Range
self,176,160,local,Medium-Range
self,177,160,local,Medium-Range
tf,179,16,library,Long-Range
config,183,182,local,Short-Range
self,184,181,local,Short-Range
self,185,181,local,Short-Range
self,186,181,local,Short-Range
self,187,181,local,Short-Range
self,188,181,local,Short-Range
self,189,181,local,Short-Range
config,191,182,local,Short-Range
tf,194,16,library,Long-Range
inputs,194,193,local,Short-Range
self,194,193,local,Short-Range
inputs,195,193,local,Short-Range
self,195,193,local,Short-Range
self,196,193,local,Short-Range
self,199,193,local,Short-Range
x,201,199,local,Short-Range
layers,203,12,library,Long-Range
tf,206,16,library,Long-Range
tf,207,16,library,Long-Range
EqualizedDense,211,203,class,Short-Range
self,211,204,local,Short-Range
self,213,204,local,Short-Range
units,213,204,local,Short-Range
self,214,204,local,Short-Range
kernel_initializer,214,204,local,Short-Range
self,215,204,local,Medium-Range
bias_initializer,215,204,local,Medium-Range
self,216,204,local,Medium-Range
gain,216,204,local,Medium-Range
input_shape,221,219,local,Short-Range
self,223,219,local,Short-Range
tf,223,16,library,Long-Range
n_channels,223,221,local,Short-Range
self,225,219,local,Short-Range
n_channels,227,221,local,Short-Range
self,228,219,local,Short-Range
self,229,219,local,Short-Range
tf,231,16,library,Long-Range
self,233,219,local,Medium-Range
self,235,219,local,Medium-Range
self,236,219,local,Medium-Range
tf,238,16,library,Long-Range
config,242,241,local,Short-Range
self,243,240,local,Short-Range
self,244,240,local,Short-Range
self,245,240,local,Short-Range
self,246,240,local,Short-Range
config,248,241,local,Short-Range
tf,251,16,library,Long-Range
inputs,251,250,local,Short-Range
self,251,250,local,Short-Range
tf,254,16,library,Long-Range
tf,256,16,library,Long-Range
input_shape,256,255,local,Short-Range
EqualizedConv2D,258,84,class,Long-Range
equalized_conv2d,259,258,local,Short-Range
x,259,256,local,Short-Range
output_equalized_conv2d,260,259,local,Short-Range
output_equalized_conv2d,261,259,local,Short-Range
EqualizedConv2DTranspose,263,142,class,Long-Range
equalized_transposeconv2d,264,263,local,Short-Range
x,264,256,local,Short-Range
output_equalized_transposeconv2d,265,264,local,Short-Range
output_equalized_transposeconv2d,266,264,local,Short-Range
EqualizedDense,268,203,class,Long-Range
equalized_dense,269,268,local,Short-Range
x,269,256,local,Medium-Range
output_equalized_dense,270,269,local,Short-Range
output_equalized_dense,271,269,local,Short-Range
kernel_init,283,279,local,Short-Range
layers,285,12,library,Long-Range
filters,285,279,local,Short-Range
EqualizedConv2DTranspose,286,142,class,Long-Range
filters,286,279,local,Short-Range
kernel_init,289,279,local,Short-Range
inputs,289,285,local,Short-Range
act_func,291,279,local,Medium-Range
EqualizedConv2D,292,84,class,Long-Range
filters,292,279,local,Medium-Range
kernel_init,295,279,local,Medium-Range
x,295,292,local,Short-Range
norm_func,297,279,local,Medium-Range
act_func,297,279,local,Medium-Range
tf,299,16,library,Long-Range
inputs,299,285,local,Medium-Range
x,299,297,local,Short-Range
model,300,299,local,Short-Range
U_gen_bottom_init,304,279,function,Medium-Range
leakyrelu,304,30,function,Long-Range
pixelnorm,304,36,function,Long-Range
tf,304,16,library,Long-Range
U_gen_bottom_init_fn,305,304,local,Short-Range
U_gen_bottom_init_layer_shape_lst,306,303,local,Short-Range
layer,306,305,loop,Short-Range
U_gen_bottom_init_layer_shape_lst,307,303,local,Short-Range
tf,311,16,library,Long-Range
U_gen_bottom_init_fn,312,304,local,Short-Range
x_U_gen_bottom_init,312,311,local,Short-Range
output_U_gen_bottom_init,313,312,local,Short-Range
output_U_gen_bottom_init,314,312,local,Short-Range
kernel_init,323,316,local,Short-Range
layers,325,12,library,Long-Range
input_shape,325,316,local,Short-Range
init_filters,325,316,local,Short-Range
upsample_func,327,316,local,Medium-Range
inputs,327,325,local,Short-Range
norm_func,329,316,local,Medium-Range
act_func,329,316,local,Medium-Range
EqualizedConv2D,329,84,class,Long-Range
filters,329,316,local,Medium-Range
kernel_init,332,316,local,Medium-Range
upsample,332,327,local,Short-Range
norm_func,334,316,local,Medium-Range
act_func,334,316,local,Medium-Range
EqualizedConv2D,334,84,class,Long-Range
filters,334,316,local,Medium-Range
kernel_init,337,316,local,Medium-Range
x,337,334,local,Short-Range
tf,339,16,library,Long-Range
inputs,339,325,local,Medium-Range
x,339,334,local,Short-Range
upsample,339,327,local,Medium-Range
model,340,339,local,Short-Range
U_gen_bottom_add,344,316,function,Medium-Range
leakyrelu,344,30,function,Long-Range
pixelnorm,344,36,function,Long-Range
upsample_d,344,66,function,Long-Range
tf,344,16,library,Long-Range
U_gen_bottom_add_fn,345,344,local,Short-Range
U_gen_bottom_add_fn_layer_shape_lst,346,343,local,Short-Range
layer,346,345,loop,Short-Range
U_gen_bottom_add_fn_layer_shape_lst,347,343,local,Short-Range
tf,351,16,library,Long-Range
U_gen_bottom_add_fn,352,344,local,Short-Range
x_U_gen_bottom_add,352,351,local,Short-Range
U_gen_bottom_add_output,353,352,local,Short-Range
U_gen_bottom_add_output,354,352,local,Short-Range
U_gen_bottom_add_output,355,352,local,Short-Range
U_gen_bottom_add_output,356,352,local,Short-Range
kernel_init,361,358,local,Short-Range
layers,363,12,library,Long-Range
filters,363,358,local,Short-Range
minibatch_stddev_layer,365,43,function,Long-Range
inputs,365,363,local,Short-Range
EqualizedConv2D,367,84,class,Long-Range
filters,367,358,local,Short-Range
kernel_init,370,358,local,Medium-Range
x,370,367,local,Short-Range
act_func,371,358,local,Medium-Range
EqualizedConv2D,373,84,class,Long-Range
filters,373,358,local,Medium-Range
kernel_init,376,358,local,Medium-Range
x,376,373,local,Short-Range
act_func,379,358,local,Medium-Range
tf,381,16,library,Long-Range
inputs,381,363,local,Medium-Range
x,381,379,local,Short-Range
model,382,381,local,Short-Range
U_gen_top_init,386,358,function,Medium-Range
leakyrelu,386,30,function,Long-Range
tf,386,16,library,Long-Range
U_gen_top_init_fn,387,386,local,Short-Range
U_gen_top_init_layer_shape_lst,388,385,local,Short-Range
layer,388,387,loop,Short-Range
U_gen_top_init_layer_shape_lst,389,385,local,Short-Range
tf,393,16,library,Long-Range
U_gen_top_init_fn,394,386,local,Short-Range
x_U_gen_top_init,394,393,local,Short-Range
U_gen_top_init_output,395,394,local,Short-Range
U_gen_top_init_output,396,394,local,Short-Range
kernel_init,404,398,local,Short-Range
layers,406,12,library,Long-Range
image_shape,406,398,local,Short-Range
filters1,406,398,local,Short-Range
act_func,408,398,local,Short-Range
EqualizedConv2D,408,84,class,Long-Range
filters1,408,398,local,Short-Range
kernel_init,411,398,local,Medium-Range
inputs,411,406,local,Short-Range
act_func,412,398,local,Medium-Range
EqualizedConv2D,412,84,class,Long-Range
filters2,412,398,local,Medium-Range
kernel_init,415,398,local,Medium-Range
x,415,412,local,Short-Range
downsample_func,416,398,local,Medium-Range
tf,418,16,library,Long-Range
inputs,418,406,local,Medium-Range
x,418,416,local,Short-Range
model,419,418,local,Short-Range
U_gen_top_add,422,398,function,Medium-Range
leakyrelu,422,30,function,Long-Range
avgpooling2D,422,75,function,Long-Range
tf,422,16,library,Long-Range
U_gen_top_add_fn,423,422,local,Short-Range
U_gen_top_add_layer_shape_lst,424,421,local,Short-Range
layer,424,423,loop,Short-Range
U_gen_top_add_layer_shape_lst,425,421,local,Short-Range
tf,427,16,library,Long-Range
U_gen_top_add_fn,428,422,local,Short-Range
x_U_gen_top_add,428,427,local,Short-Range
output_U_gen_top_add,429,428,local,Short-Range
output_U_gen_top_add,430,428,local,Short-Range
layers,435,12,library,Long-Range
input_shape,435,433,local,Short-Range
filters,435,433,local,Short-Range
center,437,433,local,Short-Range
top,438,433,local,Short-Range
inputs,438,435,local,Short-Range
bottom,439,433,local,Short-Range
top,442,433,local,Short-Range
inputs,442,435,local,Short-Range
center,443,433,local,Short-Range
h,443,442,local,Short-Range
h,444,442,local,Short-Range
bottom,445,433,local,Medium-Range
tf,447,16,library,Long-Range
inputs,447,435,local,Medium-Range
x,447,445,local,Short-Range
model,448,447,local,Short-Range
U_gen_top_init_fn,450,386,local,Long-Range
U_gen_bottom_init_fn,451,304,local,Long-Range
U_connect,455,433,function,Medium-Range
top_G,455,450,local,Short-Range
bottom_G,455,451,local,Short-Range
center_G,455,452,local,Short-Range
U_connect_fn,456,455,local,Short-Range
u_conn_list_shape_lst,457,454,local,Short-Range
layer,457,456,loop,Short-Range
u_conn_list_shape_lst,458,454,local,Short-Range
tf,460,16,library,Long-Range
U_connect_fn,461,455,local,Short-Range
x_U_conn,461,460,local,Short-Range
output_U_Conn,462,461,local,Short-Range
output_U_Conn,463,461,local,Short-Range
kernel_init,473,465,local,Short-Range
layers,476,12,library,Long-Range
image_shape,476,465,local,Medium-Range
layers,477,12,library,Long-Range
act_func,479,465,local,Medium-Range
EqualizedConv2D,479,84,class,Long-Range
filters1,479,465,local,Medium-Range
kernel_init,482,465,local,Medium-Range
inputs,482,476,local,Short-Range
top,483,465,local,Medium-Range
center,484,465,local,Medium-Range
downsample_func,485,465,local,Medium-Range
inputs,485,476,local,Short-Range
act_func,487,465,local,Medium-Range
EqualizedConv2D,487,84,class,Long-Range
filters2,487,465,local,Medium-Range
kernel_init,490,465,local,Medium-Range
h,490,487,local,Short-Range
alpha,492,477,local,Medium-Range
h,492,487,local,Short-Range
x,492,483,local,Short-Range
center,493,465,local,Medium-Range
fade_in,493,492,local,Short-Range
w,494,493,local,Short-Range
bottom,496,465,local,Long-Range
x,498,496,local,Short-Range
upsample,498,496,local,Short-Range
EqualizedConv2D,499,84,class,Long-Range
kernel_init,502,465,local,Long-Range
x,502,496,local,Short-Range
tf,504,16,library,Long-Range
EqualizedConv2D,506,84,class,Long-Range
kernel_init,509,465,local,Long-Range
upsample,509,506,local,Short-Range
EqualizedConv2D,511,84,class,Long-Range
kernel_init,514,465,local,Long-Range
x,514,511,local,Short-Range
tf,516,16,library,Long-Range
alpha,516,477,local,Long-Range
upsample,516,506,local,Short-Range
x,516,511,local,Short-Range
tf,518,16,library,Long-Range
inputs,518,476,local,Long-Range
alpha,518,477,local,Long-Range
fade_in,518,516,local,Short-Range
model,520,518,local,Short-Range
U_gen_top_init_fn,522,386,local,Long-Range
U_gen_bottom_init_fn,523,304,local,Long-Range
U_rgb_fadein,527,465,function,Long-Range
top_G,527,522,local,Short-Range
center_G,527,524,local,Short-Range
bottom_G,527,523,local,Short-Range
relu,527,27,function,Long-Range
avgpooling2D,527,75,function,Long-Range
tf,527,16,library,Long-Range
U_rgb_fadein_fn,528,527,local,Short-Range
to_rgb_fadein_list_shape_lst,529,526,local,Short-Range
layer,529,528,loop,Short-Range
to_rgb_fadein_list_shape_lst,530,526,local,Short-Range
tf,532,16,library,Long-Range
tf,533,16,library,Long-Range
U_rgb_fadein_fn,534,527,local,Short-Range
x_to_rgb_fadein,534,532,local,Short-Range
alpha,534,533,local,Short-Range
output_U_rgb_fadein,535,534,local,Short-Range
output_U_rgb_fadein,536,534,local,Short-Range
kernel_init,542,540,local,Short-Range
layers,545,12,library,Long-Range
filters,545,540,local,Short-Range
minibatch_stddev_layer,547,43,function,Long-Range
inputs,547,545,local,Short-Range
EqualizedConv2D,549,84,class,Long-Range
filters,549,540,local,Short-Range
kernel_init,552,540,local,Medium-Range
x,552,549,local,Short-Range
act_func,553,540,local,Medium-Range
EqualizedConv2D,555,84,class,Long-Range
filters,555,540,local,Medium-Range
kernel_init,558,540,local,Medium-Range
x,558,555,local,Short-Range
act_func,561,540,local,Medium-Range
EqualizedDense,562,203,class,Long-Range
tf,564,16,library,Long-Range
inputs,564,545,local,Medium-Range
x,564,562,local,Short-Range
model,565,564,local,Short-Range
final_block_disc,569,540,function,Medium-Range
leakyrelu,569,30,function,Long-Range
tf,569,16,library,Long-Range
final_block_disc_fn,570,569,local,Short-Range
final_block_disc_layer_shape_lst,571,568,local,Short-Range
layer,571,570,loop,Short-Range
final_block_disc_layer_shape_lst,572,568,local,Short-Range
tf,576,16,library,Long-Range
final_block_disc_fn,577,569,local,Short-Range
x_final_block_disc,577,576,local,Short-Range
final_block_disc_output,578,577,local,Short-Range
final_block_disc_output,579,577,local,Short-Range
kernel_init,588,582,local,Short-Range
layers,590,12,library,Long-Range
image_shape,590,582,local,Short-Range
filters1,590,582,local,Short-Range
act_func,592,582,local,Short-Range
EqualizedConv2D,592,84,class,Long-Range
filters1,592,582,local,Short-Range
kernel_init,595,582,local,Medium-Range
inputs,595,590,local,Short-Range
act_func,596,582,local,Medium-Range
EqualizedConv2D,596,84,class,Long-Range
filters2,596,582,local,Medium-Range
kernel_init,599,582,local,Medium-Range
x,599,596,local,Short-Range
downsample_func,600,582,local,Medium-Range
tf,602,16,library,Long-Range
inputs,602,590,local,Medium-Range
x,602,600,local,Short-Range
model,603,602,local,Short-Range
additional_block_disc,607,582,function,Medium-Range
leakyrelu,607,30,function,Long-Range
avgpooling2D,607,75,function,Long-Range
tf,607,16,library,Long-Range
additional_block_disc_fn,608,607,local,Short-Range
additional_block_disc_layer_shape_lst,609,606,local,Short-Range
layer,609,608,loop,Short-Range
additional_block_disc_layer_shape_lst,610,606,local,Short-Range
tf,614,16,library,Long-Range
additional_block_disc_fn,615,607,local,Short-Range
x_additional_block_disc,615,614,local,Short-Range
additional_block_disc_output,616,615,local,Short-Range
additional_block_disc_output,617,615,local,Short-Range
layers,621,12,library,Long-Range
input_shape,621,619,local,Short-Range
filter2,621,619,local,Short-Range
top,623,619,local,Short-Range
inputs,623,621,local,Short-Range
bottom,624,619,local,Short-Range
tf,626,16,library,Long-Range
inputs,626,621,local,Short-Range
x,626,624,local,Short-Range
model,627,626,local,Short-Range
final_block_disc_fn,629,569,local,Long-Range
additional_block_disc_fn,630,607,local,Medium-Range
connect_model,632,619,function,Medium-Range
top,632,630,local,Short-Range
bottom,632,629,local,Short-Range
connect_fn,633,632,local,Short-Range
conn_list_shape_lst,634,631,local,Short-Range
layer,634,633,loop,Short-Range
conn_list_shape_lst,635,631,local,Short-Range
tf,637,16,library,Long-Range
connect_fn,638,632,local,Short-Range
x_conn,638,637,local,Short-Range
output_conn,639,638,local,Short-Range
output_conn,640,638,local,Short-Range
kernel_init,649,643,local,Short-Range
layers,652,12,library,Long-Range
image_shape,652,643,local,Short-Range
layers,653,12,library,Long-Range
act_func,655,643,local,Medium-Range
EqualizedConv2D,655,84,class,Long-Range
filters1,655,643,local,Medium-Range
kernel_init,658,643,local,Medium-Range
inputs,658,652,local,Short-Range
top,659,643,local,Medium-Range
bottom,660,643,local,Medium-Range
downsample_func,661,643,local,Medium-Range
inputs,661,652,local,Short-Range
act_func,663,643,local,Medium-Range
EqualizedConv2D,663,84,class,Long-Range
filters2,663,643,local,Medium-Range
kernel_init,666,643,local,Medium-Range
h,666,663,local,Short-Range
alpha,668,653,local,Medium-Range
h,668,663,local,Short-Range
x,668,659,local,Short-Range
bottom,670,643,local,Medium-Range
fade_in,670,668,local,Short-Range
tf,672,16,library,Long-Range
inputs,672,652,local,Medium-Range
alpha,672,653,local,Medium-Range
x,672,670,local,Short-Range
model,673,672,local,Short-Range
final_block_disc,675,540,function,Long-Range
leakyrelu,675,30,function,Long-Range
tf,675,16,library,Long-Range
from_rgb_fadein,679,643,function,Long-Range
top,679,675,local,Short-Range
bottom,679,676,local,Short-Range
leakyrelu,679,30,function,Long-Range
avgpooling2D,679,75,function,Long-Range
tf,679,16,library,Long-Range
from_rgb_fadein_fn,680,679,local,Short-Range
from_rgb_fadein_shape_lst,681,678,local,Short-Range
layer,681,680,loop,Short-Range
from_rgb_fadein_shape_lst,682,678,local,Short-Range
tf,684,16,library,Long-Range
tf,685,16,library,Long-Range
tf,686,16,library,Long-Range
from_rgb_fadein_fn,687,679,local,Short-Range
x_from_rgb_fadein,687,685,local,Short-Range
alpha,687,686,local,Short-Range
output_from_rgb_fadein,688,687,local,Short-Range
output_from_rgb_fadein,689,687,local,Short-Range
