var_name,usage_line,def_line,scope_type,range_type
test_divorced,234,208,local,Medium-Range
y_test,235,39,local,Long-Range
test_df,235,234,local,Short-Range
test_df,236,235,local,Short-Range
pd,236,2,library,Long-Range
rf_pred_divorced,236,233,local,Short-Range
test_df,237,236,local,Short-Range
confusion_matrix,238,8,library,Long-Range
test_df,238,237,local,Short-Range
confusion_matrix_divorced,239,238,local,Short-Range
confusion_matrix_divorced,240,238,local,Short-Range
accuracy_naive_bayes_divorced,241,240,local,Short-Range
confusion_matrix_married,245,227,local,Medium-Range
PR_rf_married,246,245,local,Short-Range
confusion_matrix_single,247,216,local,Long-Range
PR_rf_single,248,247,local,Short-Range
confusion_matrix_divorced,249,238,local,Medium-Range
PR_rf_divorced,250,249,local,Short-Range
confusion_matrix_married,254,227,local,Medium-Range
TPR_rf_married,255,254,local,Short-Range
confusion_matrix_single,256,216,local,Long-Range
TPR_rf_single,257,256,local,Short-Range
confusion_matrix_divorced,258,238,local,Medium-Range
TPR_rf_divorced,259,258,local,Short-Range
confusion_matrix_married,264,227,local,Long-Range
FNR_rf_married,265,264,local,Short-Range
confusion_matrix_single,266,216,local,Long-Range
FNR_rf_single,267,266,local,Short-Range
confusion_matrix_divorced,268,238,local,Medium-Range
FNR_rf_divorced,269,268,local,Short-Range
x_train_unawareness,273,272,local,Short-Range
x_train_unawareness,274,273,local,Short-Range
x_train_unawareness,275,274,local,Short-Range
x_test_unawareness,279,278,local,Short-Range
x_test_unawareness,280,278,local,Short-Range
x_test_unawareness,281,278,local,Short-Range
x_test_married,283,279,local,Short-Range
x_test_married,284,283,local,Short-Range
x_test_married,285,284,local,Short-Range
x_test_single,287,280,local,Short-Range
x_test_single,288,287,local,Short-Range
x_test_single,289,288,local,Short-Range
x_test_divorced,291,281,local,Short-Range
x_test_divorced,292,291,local,Medium-Range
x_test_divorced,293,292,local,Medium-Range
rf,296,193,local,Long-Range
x_train_unawareness,296,275,local,Medium-Range
y_train,296,39,local,Long-Range
x_test_single,296,289,local,Medium-Range
x_test_single,297,289,local,Medium-Range
test_df,298,297,local,Short-Range
y_test,298,39,local,Long-Range
test_df,299,298,local,Short-Range
pd,299,2,library,Long-Range
rf_pred_single,299,296,local,Short-Range
test_df,300,299,local,Short-Range
confusion_matrix,301,8,library,Long-Range
test_df,301,300,local,Short-Range
confusion_matrix_single,302,301,local,Short-Range
confusion_matrix_single,303,301,local,Short-Range
accuracy_rf_single,304,303,local,Short-Range
rf,307,193,local,Long-Range
x_train_unawareness,307,275,local,Long-Range
y_train,307,39,local,Long-Range
x_test_married,307,285,local,Medium-Range
x_test_married,308,285,local,Medium-Range
test_df,309,308,local,Short-Range
y_test,309,39,local,Long-Range
test_df,310,309,local,Short-Range
pd,310,2,library,Long-Range
rf_pred_married,310,307,local,Short-Range
test_df,311,310,local,Short-Range
confusion_matrix,312,8,library,Long-Range
test_df,312,311,local,Short-Range
confusion_matrix_married,313,312,local,Short-Range
confusion_matrix_married,314,312,local,Short-Range
accuracy_rf_married,315,314,local,Short-Range
rf,318,193,local,Long-Range
x_train_unawareness,318,275,local,Long-Range
y_train,318,39,local,Long-Range
x_test_divorced,318,293,local,Short-Range
x_test_divorced,319,293,local,Short-Range
test_df,320,319,local,Short-Range
y_test,320,39,local,Long-Range
test_df,321,320,local,Short-Range
pd,321,2,library,Long-Range
rf_pred_divorced,321,318,local,Short-Range
test_df,322,321,local,Short-Range
confusion_matrix,323,8,library,Long-Range
test_df,323,321,local,Short-Range
confusion_matrix_divorced,324,323,local,Short-Range
confusion_matrix_divorced,325,323,local,Short-Range
accuracy_rf_divorced,326,325,local,Short-Range
svm_model,329,10,library,Long-Range
svm,330,329,local,Short-Range
x_train,330,39,local,Long-Range
y_train,330,39,local,Long-Range
x_test,330,39,local,Long-Range
x_test,332,39,local,Long-Range
test_df,333,332,local,Short-Range
y_test,333,39,local,Long-Range
test_df,334,333,local,Short-Range
pd,334,2,library,Long-Range
svm_pred,334,330,local,Short-Range
test_df,335,334,local,Short-Range
confusion_matrix,336,8,library,Long-Range
test_df,336,335,local,Short-Range
confusion_mat,337,336,local,Short-Range
confusion_mat,340,336,local,Short-Range
accuracy_svm,341,340,local,Short-Range
test_df,344,335,local,Medium-Range
x_test,345,39,local,Long-Range
x_test,346,39,local,Long-Range
x_test,347,39,local,Long-Range
svm,350,329,local,Medium-Range
test_single,350,346,local,Short-Range
x_train,350,39,local,Long-Range
y_train,350,39,local,Long-Range
test_single,351,346,local,Short-Range
test_df,352,351,local,Short-Range
y_test,352,39,local,Long-Range
test_df,353,352,local,Short-Range
pd,353,2,library,Long-Range
svm_pred_single,353,350,local,Short-Range
test_df,354,353,local,Short-Range
confusion_matrix,355,8,library,Long-Range
test_df,355,354,local,Short-Range
confusion_matrix_single,356,355,local,Short-Range
confusion_matrix_single,357,355,local,Short-Range
accuracy_svm_single,358,357,local,Short-Range
svm,361,329,local,Long-Range
x_train,361,39,local,Long-Range
y_train,361,39,local,Long-Range
test_married,361,345,local,Medium-Range
test_married,362,345,local,Medium-Range
test_df,363,362,local,Short-Range
y_test,363,39,local,Long-Range
test_df,364,363,local,Short-Range
pd,364,2,library,Long-Range
svm_pred_married,364,361,local,Short-Range
test_df,365,364,local,Short-Range
confusion_matrix,366,8,library,Long-Range
test_df,366,365,local,Short-Range
confusion_matrix_married,367,366,local,Short-Range
confusion_matrix_married,368,366,local,Short-Range
accuracy_svm_married,369,368,local,Short-Range
svm,372,329,local,Long-Range
x_train,372,39,local,Long-Range
y_train,372,39,local,Long-Range
test_divorced,372,347,local,Medium-Range
test_divorced,373,347,local,Medium-Range
test_df,374,373,local,Short-Range
y_test,374,39,local,Long-Range
test_df,375,374,local,Short-Range
pd,375,2,library,Long-Range
svm_pred_divorced,375,372,local,Short-Range
test_df,376,375,local,Short-Range
confusion_matrix,377,8,library,Long-Range
test_df,377,376,local,Short-Range
confusion_matrix_divorced,378,377,local,Short-Range
confusion_matrix_divorced,379,377,local,Short-Range
accuracy_svm_divorced,380,379,local,Short-Range
confusion_matrix_married,384,366,local,Medium-Range
PR_svm_married,385,384,local,Short-Range
confusion_matrix_single,386,355,local,Long-Range
PR_svm_single,387,386,local,Short-Range
confusion_matrix_divorced,388,377,local,Medium-Range
PR_svm_divorced,389,388,local,Short-Range
confusion_matrix_married,393,366,local,Medium-Range
TPR_svm_married,394,393,local,Short-Range
confusion_matrix_single,395,355,local,Long-Range
TPR_svm_single,396,395,local,Short-Range
confusion_matrix_divorced,397,377,local,Medium-Range
TPR_svm_divorced,398,397,local,Short-Range
confusion_matrix_married,403,366,local,Long-Range
FNR_svm_married,404,403,local,Short-Range
confusion_matrix_single,405,355,local,Long-Range
FNR_svm_single,406,405,local,Short-Range
confusion_matrix_divorced,407,377,local,Medium-Range
FNR_svm_divorced,408,407,local,Short-Range
x_train,411,39,local,Long-Range
x_train_unawareness,413,411,local,Short-Range
x_train_unawareness,414,413,local,Short-Range
x_train_unawareness,415,414,local,Short-Range
x_test,418,39,local,Long-Range
x_test_unawareness,420,418,local,Short-Range
x_test_unawareness,421,418,local,Short-Range
x_test_unawareness,422,418,local,Short-Range
x_test_married,424,420,local,Short-Range
x_test_married,425,424,local,Short-Range
x_test_married,426,425,local,Short-Range
x_test_single,428,421,local,Short-Range
x_test_single,429,428,local,Short-Range
x_test_single,430,429,local,Short-Range
x_test_divorced,432,422,local,Short-Range
x_test_divorced,433,432,local,Medium-Range
x_test_divorced,434,433,local,Medium-Range
svm,437,329,local,Long-Range
x_train_unawareness,437,415,local,Medium-Range
y_train,437,39,local,Long-Range
x_test_single,437,430,local,Medium-Range
x_test_single,438,430,local,Medium-Range
test_df,439,438,local,Short-Range
y_test,439,39,local,Long-Range
test_df,440,439,local,Short-Range
pd,440,2,library,Long-Range
svm_pred_single,440,437,local,Short-Range
test_df,441,440,local,Short-Range
confusion_matrix,442,8,library,Long-Range
test_df,442,441,local,Short-Range
confusion_matrix_single,443,442,local,Short-Range
confusion_matrix_single,444,442,local,Short-Range
accuracy_svm_single,445,444,local,Short-Range
svm,448,329,local,Long-Range
x_train_unawareness,448,415,local,Long-Range
y_train,448,39,local,Long-Range
x_test_married,448,426,local,Medium-Range
x_test_married,449,426,local,Medium-Range
test_df,450,449,local,Short-Range
y_test,450,39,local,Long-Range
test_df,451,450,local,Short-Range
pd,451,2,library,Long-Range
svm_pred_married,451,448,local,Short-Range
test_df,452,451,local,Short-Range
confusion_matrix,453,8,library,Long-Range
test_df,453,452,local,Short-Range
confusion_matrix_married,454,453,local,Short-Range
confusion_matrix_married,455,453,local,Short-Range
accuracy_svm_married,456,455,local,Short-Range
svm,459,329,local,Long-Range
x_train_unawareness,459,415,local,Long-Range
y_train,459,39,local,Long-Range
x_test_divorced,459,434,local,Long-Range
x_test_divorced,460,434,local,Long-Range
test_df,461,460,local,Short-Range
test_df,462,461,local,Short-Range
pd,462,2,library,Long-Range
svm_pred_divorced,462,459,local,Short-Range
test_df,463,462,local,Short-Range
confusion_matrix,464,8,library,Long-Range
test_df,464,463,local,Short-Range
confusion_matrix_divorced,465,464,local,Short-Range
confusion_matrix_divorced,466,464,local,Short-Range
accuracy_svm_divorced,467,466,local,Short-Range
linear_model,470,11,library,Long-Range
linear_regression_model,471,470,local,Short-Range
x_train,471,39,local,Long-Range
y_train,471,39,local,Long-Range
linear_regression_model,472,470,local,Short-Range
x_test,472,39,local,Long-Range
x_test,474,39,local,Long-Range
test_df,475,474,local,Short-Range
y_test,475,39,local,Long-Range
test_df,476,475,local,Short-Range
pd,476,2,library,Long-Range
prediction,476,472,local,Short-Range
test_df,477,476,local,Short-Range
test_df,478,477,local,Short-Range
