var_name,usage_line,def_line,scope_type,range_type
gain,131,100,local,Medium-Range
config,133,124,local,Short-Range
tf,136,16,library,Long-Range
inputs,136,135,local,Short-Range
self,136,135,local,Short-Range
scale,136,105,local,Medium-Range
w,136,107,local,Medium-Range
strides,136,97,local,Medium-Range
self,138,135,local,Short-Range
b,138,116,local,Short-Range
x,138,136,local,Short-Range
x,140,138,local,Short-Range
tf,142,16,library,Long-Range
layers,142,12,library,Long-Range
tf,147,16,library,Long-Range
tf,148,16,library,Long-Range
EqualizedConv2DTranspose,152,142,class,Short-Range
self,152,143,local,Short-Range
self,153,143,local,Short-Range
filters,153,144,local,Short-Range
self,154,143,local,Medium-Range
kernel_size,154,145,local,Medium-Range
self,155,143,local,Medium-Range
strides,155,146,local,Medium-Range
self,156,143,local,Medium-Range
kernel_initializer,156,147,local,Medium-Range
self,157,143,local,Medium-Range
bias_initializer,157,148,local,Medium-Range
self,158,143,local,Medium-Range
gain,158,149,local,Medium-Range
input_shape,161,160,local,Short-Range
self,162,160,local,Short-Range
n_channels,162,161,local,Short-Range
kernel_size,162,154,local,Short-range
self,163,160,local,Short-Range
tf,163,16,library,Long-Range
fan_in,163,162,local,Short-Range
gain,163,158,local,Short-Range
self,165,160,local,Short-Range
self,167,160,local,Short-Range
kernel_size,167,154,local,Short-Range
self,168,160,local,Short-Range
filters,168,153,local,Short-Range
n_channels,169,161,local,Short-Range
self,170,160,local,Short-Range
kernel_initializer,170,156,local,Short-Range
tf,172,16,library,Long-Range
self,174,160,local,Medium-Range
self,176,160,local,Medium-Range
filters,176,153,local,Short-Range
self,177,160,local,Medium-Range
bias_initializer,177,157,local,Short-Range
tf,179,16,library,Long-Range
config,183,182,local,Short-Range
self,184,181,local,Short-Range
filters,184,153,local,Short-Range
self,185,181,local,Short-Range
kernel_size,185,156,local,Short-Range
self,186,181,local,Short-Range
strides,186,155,local,Short-Range
self,187,181,local,Short-Range
kernel_initializer,187,156,local,Short-Range
self,188,181,local,Short-Range
bias_initializer,188,157,local,Short-Range
self,189,181,local,Short-Range
gain,189,158,local,Short-Range
config,191,182,local,Short-Range
tf,194,16,library,Long-Range
inputs,194,193,local,Short-Range
self,194,193,local,Short-Range
scale,194,163,local,Short-Range
w,194,165,local,Short-Range
inputs,195,193,local,Short-Range
self,195,193,local,Short-Range
strides,195,155,local,Short-Range
self,196,193,local,Short-Range
strides,196,155,local,Short-Range
self,199,193,local,Short-Range
b,199,174,local,Short-Range
x,199,194,local,Short-Range
x,201,199,local,Short-Range
layers,203,12,library,Long-Range
tf,206,16,library,Long-Range
tf,207,16,library,Long-Range
EqualizedDense,211,203,class,Short-Range
self,211,204,local,Short-Range
self,213,204,local,Short-Range
units,213,205,local,Short-Range
self,214,204,local,Short-Range
kernel_initializer,214,206,local,Short-Range
self,215,204,local,Medium-Range
bias_initializer,215,207,local,Medium-Range
self,216,204,local,Medium-Range
gain,216,208,local,Medium-Range
input_shape,221,219,local,Short-Range
self,223,219,local,Short-Range
tf,223,16,library,Long-Range
n_channels,223,221,local,Short-Range
gain,223,216,local,Short-Range
self,225,219,local,Short-Range
n_channels,227,221,local,Short-Range
self,228,219,local,Short-Range
units,228,213,local,Short-Range
self,229,219,local,Short-Range
kernel_initializer,229,206,local,Short-Range
tf,231,16,library,Long-Range
self,233,219,local,Medium-Range
self,235,219,local,Medium-Range
units,235,213,local,Short-Range
self,236,219,local,Medium-Range
bias_initializer,236,207,local,Short-Range
tf,238,16,library,Long-Range
config,242,241,local,Short-Range
self,243,240,local,Short-Range
units,243,213,local,Short-Range
self,244,240,local,Short-Range
kernel_initializer,244,214,local,Short-Range
self,245,240,local,Short-Range
bias_initializer,245,215,local,Short-Range
self,246,240,local,Short-Range
gain,246,216,local,Short-Range
config,248,241,local,Short-Range
tf,251,16,library,Long-Range
inputs,251,250,local,Short-Range
self,251,250,local,Short-Range
scale,251,223,local,Short-Range
w,251,225,local,Short-Range
b,251,233,local,Short-Range
tf,254,16,library,Long-Range
tf,256,16,library,Long-Range
input_shape,256,255,local,Short-Range
EqualizedConv2D,258,84,class,Long-Range
equalized_conv2d,259,258,local,Short-Range
x,259,256,local,Short-Range
output_equalized_conv2d,260,259,local,Short-Range
output_equalized_conv2d,261,259,local,Short-Range
EqualizedConv2DTranspose,263,142,class,Long-Range
equalized_transposeconv2d,264,263,local,Short-Range
x,264,256,local,Short-Range
output_equalized_transposeconv2d,265,264,local,Short-Range
output_equalized_transposeconv2d,266,264,local,Short-Range
EqualizedDense,268,203,class,Long-Range
equalized_dense,269,268,local,Short-Range
x,269,256,local,Medium-Range
output_equalized_dense,270,269,local,Short-Range
output_equalized_dense,271,269,local,Short-Range
layers,284,11,library,Long-Range
filters,284,281,local,Short-Range
EqualizedConv2DTranspose,285,141,class,Long-Range
filters,285,281,local,Short-Range
kernel_init,288,282,local,Short-Range
inputs,288,284,local,Short-Range
act_func,290,279,local,Medium-Range
EqualizedConv2D,291,83,class,Long-Range
filters,291,281,local,Medium-Range
kernel_init,294,282,local,Medium-Range
x,294,290,local,Short-Range
norm_func,296,280,local,Medium-Range
act_func,296,279,local,Medium-Range
tf,298,15,library,Long-Range
inputs,298,284,local,Medium-Range
x,298,296,local,Short-Range
model,299,298,local,Short-Range
U_gen_bottom_init,303,278,function,Medium-Range
leakyrelu,303,29,function,Long-Range
pixelnorm,303,35,function,Long-Range
tf,303,15,library,Long-Range
U_gen_bottom_init_fn,304,303,local,Short-Range
U_gen_bottom_init_layer_shape_lst,305,302,local,Short-Range
layer,305,304,loop,Short-Range
U_gen_bottom_init_layer_shape_lst,306,302,local,Short-Range
tf,310,15,library,Long-Range
U_gen_bottom_init_fn,311,303,local,Short-Range
x_U_gen_bottom_init,311,310,local,Short-Range
output_U_gen_bottom_init,312,311,local,Short-Range
output_U_gen_bottom_init,313,311,local,Short-Range
layers,324,11,library,Long-Range
input_shape,324,319,local,Short-Range
init_filters,324,321,local,Short-Range
upsample_func,326,318,local,Medium-Range
inputs,326,324,local,Short-Range
norm_func,328,317,local,Medium-Range
act_func,328,316,local,Medium-Range
EqualizedConv2D,328,83,class,Long-Range
filters,328,320,local,Medium-Range
kernel_init,331,322,local,Medium-Range
upsample,331,326,local,Short-Range
norm_func,333,317,local,Medium-Range
act_func,333,316,local,Medium-Range
EqualizedConv2D,333,83,class,Long-Range
filters,333,320,local,Medium-Range
kernel_init,336,322,local,Medium-Range
x,336,333,local,Short-Range
tf,338,15,library,Long-Range
inputs,338,324,local,Medium-Range
x,338,333,local,Short-Range
upsample,338,326,local,Medium-Range
model,339,338,local,Short-Range
U_gen_bottom_add,343,315,function,Medium-Range
leakyrelu,343,29,function,Long-Range
pixelnorm,343,35,function,Long-Range
upsample_d,343,65,function,Long-Range
tf,343,15,library,Long-Range
U_gen_bottom_add_fn,344,343,local,Short-Range
U_gen_bottom_add_fn_layer_shape_lst,345,342,local,Short-Range
layer,345,344,loop,Short-Range
U_gen_bottom_add_fn_layer_shape_lst,346,342,local,Short-Range
tf,350,15,library,Long-Range
U_gen_bottom_add_fn,351,343,local,Short-Range
x_U_gen_bottom_add,351,350,local,Short-Range
U_gen_bottom_add_output,352,351,local,Short-Range
U_gen_bottom_add_output,353,351,local,Short-Range
U_gen_bottom_add_output,354,351,local,Short-Range
U_gen_bottom_add_output,355,351,local,Short-Range
layers,362,11,library,Long-Range
filters,362,359,local,Short-Range
minibatch_stddev_layer,364,42,function,Long-Range
inputs,364,362,local,Short-Range
EqualizedConv2D,366,83,class,Long-Range
filters,366,359,local,Short-Range
kernel_init,369,360,local,Medium-Range
x,369,364,local,Short-Range
act_func,370,358,local,Medium-Range
EqualizedConv2D,372,83,class,Long-Range
filters,372,359,local,Medium-Range
kernel_init,375,360,local,Medium-Range
x,375,370,local,Short-Range
act_func,378,358,local,Medium-Range
x,378,372,local,Short-Range
tf,380,15,library,Long-Range
inputs,380,362,local,Medium-Range
x,380,378,local,Short-Range
model,381,380,local,Short-Range
U_gen_top_init,385,357,function,Medium-Range
leakyrelu,385,29,function,Long-Range
tf,385,15,library,Long-Range
U_gen_top_init_fn,386,385,local,Short-Range
U_gen_top_init_layer_shape_lst,387,384,local,Short-Range
layer,387,386,loop,Short-Range
U_gen_top_init_layer_shape_lst,388,384,local,Short-Range
tf,392,15,library,Long-Range
U_gen_top_init_fn,393,385,local,Short-Range
x_U_gen_top_init,393,392,local,Short-Range
U_gen_top_init_output,394,393,local,Short-Range
U_gen_top_init_output,395,393,local,Short-Range
layers,405,11,library,Long-Range
image_shape,405,402,local,Short-Range
filters1,405,400,local,Short-Range
act_func,407,398,local,Short-Range
EqualizedConv2D,407,83,class,Long-Range
filters1,407,400,local,Short-Range
kernel_init,410,403,local,Medium-Range
inputs,410,405,local,Short-Range
act_func,411,398,local,Medium-Range
EqualizedConv2D,411,83,class,Long-Range
filters2,411,401,local,Medium-Range
kernel_init,414,403,local,Medium-Range
x,414,407,local,Short-Range
downsample_func,415,399,local,Medium-Range
x,415,411,local,Short-Range
tf,417,15,library,Long-Range
inputs,417,405,local,Medium-Range
x,417,415,local,Short-Range
model,418,417,local,Short-Range
U_gen_top_add,421,397,function,Medium-Range
leakyrelu,421,29,function,Long-Range
avgpooling2D,421,74,function,Long-Range
tf,421,15,library,Long-Range
U_gen_top_add_fn,422,421,local,Short-Range
U_gen_top_add_layer_shape_lst,423,420,local,Short-Range
layer,423,422,loop,Short-Range
U_gen_top_add_layer_shape_lst,424,420,local,Short-Range
tf,426,15,library,Long-Range
U_gen_top_add_fn,427,421,local,Short-Range
x_U_gen_top_add,427,426,local,Short-Range
output_U_gen_top_add,428,427,local,Short-Range
output_U_gen_top_add,429,427,local,Short-Range
layers,434,11,library,Long-Range
input_shape,434,432,local,Short-Range
filters,434,432,local,Short-Range
center,436,432,local,Short-Range
top,437,432,local,Short-Range
inputs,437,434,local,Short-Range
bottom,438,432,local,Short-Range
x,438,437,local,Short-Range
top,441,432,local,Short-Range
inputs,441,434,local,Short-Range
center,442,432,local,Short-Range
h,442,441,local,Short-Range
h,443,441,local,Short-Range
x,443,442,local,Short-Range
bottom,444,432,local,Medium-Range
tf,446,15,library,Long-Range
inputs,446,434,local,Medium-Range
x,446,444,local,Short-Range
model,447,446,local,Short-Range
U_gen_top_init_fn,449,385,local,Long-Range
U_gen_bottom_init_fn,450,303,local,Long-Range
U_connect,454,432,function,Medium-Range
top_G,454,449,local,Short-Range
bottom_G,454,450,local,Short-Range
center_G,454,451,local,Short-Range
U_connect_fn,455,454,local,Short-Range
u_conn_list_shape_lst,456,453,local,Short-Range
layer,456,455,loop,Short-Range
u_conn_list_shape_lst,457,453,local,Short-Range
tf,459,15,library,Long-Range
U_connect_fn,460,454,local,Short-Range
x_U_conn,460,459,local,Short-Range
output_U_Conn,461,460,local,Short-Range
output_U_Conn,462,460,local,Short-Range
layers,475,11,library,Long-Range
image_shape,475,469,local,Medium-Range
layers,476,11,library,Long-Range
act_func,478,467,local,Medium-Range
EqualizedConv2D,478,83,class,Long-Range
filters1,478,464,local,Medium-Range
kernel_init,481,472,local,Medium-Range
inputs,481,475,local,Short-Range
top,482,464,local,Medium-Range
center,483,465,local,Medium-Range
downsample_func,484,468,local,Medium-Range
inputs,484,475,local,Short-Range
act_func,486,467,local,Medium-Range
EqualizedConv2D,486,83,class,Long-Range
filters2,486,471,local,Medium-Range
kernel_init,489,472,local,Medium-Range
h,489,484,local,Short-Range
alpha,491,476,local,Medium-Range
h,491,486,local,Short-Range
x,491,482,local,Short-Range
center,492,465,local,Medium-Range
fade_in,492,491,local,Short-Range
w,493,492,local,Short-Range
bottom,495,466,local,Long-Range
x,497,495,local,Short-Range
upsample,497,495,local,Short-Range
EqualizedConv2D,498,83,class,Long-Range
kernel_init,501,472,local,Long-Range
x,501,495,local,Short-Range
tf,503,15,library,Long-Range
fade_in,503,498,local,Short-Range
EqualizedConv2D,505,83,class,Long-Range
kernel_init,508,472,local,Long-Range
upsample,508,495,local,Short-Range
EqualizedConv2D,510,83,class,Long-Range
kernel_init,513,472,local,Long-Range
x,513,495,local,Short-Range
tf,515,15,library,Long-Range
alpha,515,476,local,Long-Range
upsample,515,505,local,Short-Range
x,515,510,local,Short-Range
tf,517,15,library,Long-Range
inputs,517,475,local,Long-Range
alpha,517,476,local,Long-Range
fade_in,517,515,local,Short-Range
model,519,517,local,Short-Range
U_gen_top_init_fn,521,385,local,Long-Range
U_gen_bottom_init_fn,522,303,local,Long-Range
U_rgb_fadein,526,464,function,Long-Range
top_G,526,521,local,Short-Range
center_G,526,523,local,Short-Range
bottom_G,526,522,local,Short-Range
relu,526,26,function,Long-Range
avgpooling2D,526,74,function,Long-Range
tf,526,15,library,Long-Range
U_rgb_fadein_fn,527,526,local,Short-Range
to_rgb_fadein_list_shape_lst,528,525,local,Short-Range
layer,528,527,loop,Short-Range
to_rgb_fadein_list_shape_lst,529,525,local,Short-Range
tf,531,15,library,Long-Range
tf,532,15,library,Long-Range
U_rgb_fadein_fn,533,526,local,Short-Range
x_to_rgb_fadein,533,531,local,Short-Range
alpha,533,532,local,Short-Range
output_U_rgb_fadein,534,533,local,Short-Range
output_U_rgb_fadein,535,533,local,Short-Range
kernel_init,541,539,local,Short-Range
layers,544,11,library,Long-Range
filters,544,542,local,Short-Range
minibatch_stddev_layer,546,42,function,Long-Range
inputs,546,544,local,Short-Range
EqualizedConv2D,548,83,class,Long-Range
filters,548,542,local,Short-Range
kernel_init,551,541,local,Medium-Range
x,551,546,local,Short-Range
act_func,552,540,local,Medium-Range
x,552,548,local,Short-Range
EqualizedConv2D,554,83,class,Long-Range
filters,554,542,local,Medium-Range
kernel_init,557,541,local,Medium-Range
x,557,552,local,Short-Range
act_func,560,540,local,Medium-Range
EqualizedDense,561,202,class,Long-Range
x,561,650,local,Short-Range
tf,563,15,library,Long-Range
inputs,563,544,local,Medium-Range
x,563,561,local,Short-Range
model,564,563,local,Short-Range
final_block_disc,568,539,function,Medium-Range
leakyrelu,568,29,function,Long-Range
tf,568,15,library,Long-Range
final_block_disc_fn,569,568,local,Short-Range
final_block_disc_layer_shape_lst,570,567,local,Short-Range
layer,570,569,loop,Short-Range
final_block_disc_layer_shape_lst,571,567,local,Short-Range
tf,575,15,library,Long-Range
final_block_disc_fn,576,568,local,Short-Range
x_final_block_disc,576,575,local,Short-Range
final_block_disc_output,577,576,local,Short-Range
final_block_disc_output,578,576,local,Short-Range
layers,589,11,library,Long-Range
image_shape,589,586,local,Short-Range
filters1,589,584,local,Short-Range
act_func,591,582,local,Short-Range
EqualizedConv2D,591,83,class,Long-Range
filters1,591,584,local,Short-Range
kernel_init,594,587,local,Medium-Range
inputs,594,589,local,Short-Range
act_func,595,582,local,Medium-Range
EqualizedConv2D,595,83,class,Long-Range
filters2,595,585,local,Medium-Range
kernel_init,598,587,local,Medium-Range
x,598,591,local,Short-Range
downsample_func,599,583,local,Medium-Range
x,599,595,local,Short-Range
tf,601,15,library,Long-Range
inputs,601,589,local,Medium-Range
x,601,599,local,Short-Range
model,602,601,local,Short-Range
additional_block_disc,606,581,function,Medium-Range
leakyrelu,606,29,function,Long-Range
avgpooling2D,606,74,function,Long-Range
tf,606,15,library,Long-Range
additional_block_disc_fn,607,606,local,Short-Range
additional_block_disc_layer_shape_lst,608,605,local,Short-Range
layer,608,607,loop,Short-Range
additional_block_disc_layer_shape_lst,609,605,local,Short-Range
tf,613,15,library,Long-Range
additional_block_disc_fn,614,606,local,Short-Range
x_additional_block_disc,614,613,local,Short-Range
additional_block_disc_output,615,614,local,Short-Range
additional_block_disc_output,616,614,local,Short-Range
layers,620,11,library,Long-Range
input_shape,620,618,local,Short-Range
filter2,620,618,local,Short-Range
top,622,618,local,Short-Range
inputs,622,620,local,Short-Range
bottom,623,618,local,Short-Range
x,623,622,local,Short-Range
tf,625,15,library,Long-Range
inputs,625,620,local,Short-Range
x,625,623,local,Short-Range
model,626,625,local,Short-Range
final_block_disc_fn,628,568,local,Long-Range
additional_block_disc_fn,629,606,local,Medium-Range
connect_model,631,618,function,Medium-Range
top,631,629,local,Short-Range
bottom,631,628,local,Short-Range
connect_fn,632,631,local,Short-Range
conn_list_shape_lst,633,630,local,Short-Range
layer,633,632,loop,Short-Range
conn_list_shape_lst,634,630,local,Short-Range
tf,636,15,library,Long-Range
connect_fn,637,631,local,Short-Range
x_conn,637,636,local,Short-Range
output_conn,638,637,local,Short-Range
output_conn,639,637,local,Short-Range
layers,651,11,library,Long-Range
image_shape,651,645,local,Short-Range
layers,652,11,library,Long-Range
act_func,654,643,local,Medium-Range
EqualizedConv2D,654,83,class,Long-Range
filters1,654,646,local,Medium-Range
kernel_init,657,648,local,Medium-Range
inputs,657,651,local,Short-Range
top,658,642,local,Medium-Range
x,658,654,local,Short-Range
bottom,659,642,local,Medium-Range
downsample_func,660,644,local,Medium-Range
inputs,660,651,local,Short-Range
act_func,662,643,local,Medium-Range
EqualizedConv2D,662,83,class,Long-Range
filters2,662,646,local,Medium-Range
kernel_init,665,648,local,Medium-Range
h,665,660,local,Short-Range
alpha,667,652,local,Medium-Range
h,667,662,local,Short-Range
x,667,658,local,Short-Range
bottom,669,642,local,Medium-Range
fade_in,669,667,local,Short-Range
tf,671,15,library,Long-Range
inputs,671,651,local,Medium-Range
alpha,671,652,local,Medium-Range
x,671,669,local,Short-Range
model,672,671,local,Short-Range
final_block_disc,674,539,function,Long-Range
leakyrelu,674,29,function,Long-Range
tf,674,15,library,Long-Range
from_rgb_fadein,678,642,function,Long-Range
top,678,674,local,Short-Range
bottom,678,675,local,Short-Range
leakyrelu,678,29,function,Long-Range
avgpooling2D,678,74,function,Long-Range
tf,678,15,library,Long-Range
from_rgb_fadein_fn,679,678,local,Short-Range
from_rgb_fadein_shape_lst,680,677,local,Short-Range
layer,680,679,loop,Short-Range
from_rgb_fadein_shape_lst,681,677,local,Short-Range
tf,683,15,library,Long-Range
tf,684,15,library,Long-Range
tf,685,15,library,Long-Range
from_rgb_fadein_fn,686,678,local,Short-Range
x_from_rgb_fadein,686,684,local,Short-Range
alpha,686,685,local,Short-Range
output_from_rgb_fadein,687,686,local,Short-Range
output_from_rgb_fadein,688,686,local,Short-Range
