name,usage_line,def_line,scope_type,range_type
j,499,497,locals,Short-Range
checkCloseEnough,500,425,methods,Long-Range
allMyVectors,500,477,locals,Medium-Range
j,500,497,locals,Short-Range
getItem,500,18,methods,Long-Range
i,500,494,locals,Short-Range
checkCloseEnough,502,425,methods,Long-Range
allMyVectors,502,477,locals,Medium-Range
j,502,497,locals,Short-Range
getItem,502,18,methods,Long-Range
i,502,494,locals,Short-Range
init,502,477,locals,Medium-Range
whichOne,505,496,locals,Short-Range
testMe,519,515,locals,Short-Range
i,522,522,locals,Short-Range
testMe,522,515,locals,Short-Range
checkCloseEnough,523,425,methods,Long-Range
testMe,523,515,locals,Short-Range
i,523,522,locals,Short-Range
init,523,515,locals,Short-Range
checkCloseEnough,527,425,methods,Long-Range
testMe,527,515,locals,Medium-Range
l1NormTester,542,438,methods,Long-Range
myVec,542,539,locals,Short-Range
init,542,539,locals,Short-Range
myVec,546,539,locals,Short-Range
i,547,547,locals,Short-Range
myVec,547,539,locals,Short-Range
myVec,548,539,locals,Short-Range
i,548,547,locals,Short-Range
result,548,542,locals,Short-Range
ratios,548,546,locals,Short-Range
myVec,552,539,locals,Medium-Range
i,555,555,locals,Short-Range
myVec,555,539,locals,Medium-Range
checkCloseEnough,556,425,methods,Long-Range
ratios,556,546,locals,Short-Range
i,556,555,locals,Short-Range
myVec,556,539,locals,Medium-Range
checkCloseEnough,560,425,methods,Long-Range
myVec,560,539,locals,Medium-Range
SparseDoubleVector,574,297,classes,Long-Range
vecLen,574,573,locals,Short-Range
SparseDoubleVector.getLength,575,401,methods,Long-Range
vecLen,575,573,locals,Short-Range
trivialGetAndSet,576,515,methods,Long-Range
myVec,576,574,locals,Short-Range
SparseDoubleVector.getLength,577,401,methods,Long-Range
vecLen,577,573,locals,Short-Range
SparseDoubleVector,582,297,classes,Long-Range
vecLen,582,581,locals,Short-Range
SparseDoubleVector.getLength,583,401,methods,Long-Range
vecLen,583,581,locals,Short-Range
trivialGetAndSet,584,515,methods,Long-Range
myVec,584,582,locals,Short-Range
SparseDoubleVector.getLength,585,401,methods,Long-Range
vecLen,585,581,locals,Short-Range
DenseDoubleVector,590,197,classes,Long-Range
vecLen,590,589,locals,Short-Range
DenseDoubleVector.getLength,591,227,methods,Long-Range
vecLen,591,589,locals,Short-Range
trivialGetAndSet,592,515,methods,Long-Range
myVec,592,590,locals,Short-Range
DenseDoubleVector.getLength,593,227,methods,Long-Range
vecLen,593,589,locals,Short-Range
SparseDoubleVector,599,297,classes,Long-Range
vecLen,599,598,locals,Short-Range
SparseDoubleVector.getLength,600,401,methods,Long-Range
vecLen,600,598,locals,Short-Range
trivialGetAndSet,601,515,methods,Long-Range
myVec,601,599,locals,Short-Range
SparseDoubleVector.getLength,602,401,methods,Long-Range
vecLen,602,598,locals,Short-Range
numVecs,609,607,locals,Short-Range
i,610,610,locals,Short-Range
numVecs,610,607,locals,Short-Range
DenseDoubleVector,611,197,classes,Long-Range
vecLen,611,608,locals,Short-Range
allMyVectors,611,609,locals,Short-Range
i,611,610,locals,Short-Range
allMyVectors,614,609,locals,Short-Range
getLength,614,20,methods,Long-Range
vecLen,614,608,locals,Short-Range
doLotsOfSets,615,477,methods,Long-Range
allMyVectors,615,609,locals,Short-Range
allMyVectors,616,609,locals,Short-Range
getLength,616,20,methods,Long-Range
vecLen,616,608,locals,Short-Range
numVecs,623,621,locals,Short-Range
i,624,624,locals,Short-Range
numVecs,624,621,locals,Short-Range
SparseDoubleVector,625,297,classes,Long-Range
vecLen,625,622,locals,Short-Range
allMyVectors,625,623,locals,Short-Range
i,625,624,locals,Short-Range
allMyVectors,628,623,locals,Short-Range
getLength,628,20,methods,Long-Range
vecLen,628,622,locals,Short-Range
doLotsOfSets,629,477,methods,Long-Range
allMyVectors,629,623,locals,Short-Range
allMyVectors,630,623,locals,Short-Range
getLength,630,20,methods,Long-Range
vecLen,630,622,locals,Short-Range
numVecs,637,635,locals,Short-Range
i,638,638,locals,Short-Range
numVecs,638,635,locals,Short-Range
DenseDoubleVector,639,197,classes,Long-Range
vecLen,639,636,locals,Short-Range
allMyVectors,639,637,locals,Short-Range
i,639,638,locals,Short-Range
allMyVectors,640,639,locals,Short-Range
i,640,638,locals,Short-Range
addToAll,640,21,methods,Long-Range
allMyVectors,643,637,locals,Short-Range
getLength,643,20,methods,Long-Range
vecLen,643,636,locals,Short-Range
doLotsOfSets,644,477,methods,Long-Range
allMyVectors,644,637,locals,Short-Range
allMyVectors,645,637,locals,Short-Range
getLength,645,20,methods,Long-Range
vecLen,645,636,locals,Short-Range
numVecs,652,650,locals,Short-Range
i,653,653,locals,Short-Range
numVecs,653,650,locals,Short-Range
SparseDoubleVector,654,297,classes,Long-Range
vecLen,654,651,locals,Short-Range
allMyVectors,654,652,locals,Short-Range
i,654,653,locals,Short-Range
allMyVectors,655,654,locals,Short-Range
i,655,653,locals,Short-Range
addToAll,655,21,methods,Long-Range
allMyVectors,658,652,locals,Short-Range
getLength,658,20,methods,Long-Range
vecLen,658,651,locals,Short-Range
doLotsOfSets,659,477,methods,Long-Range
allMyVectors,659,652,locals,Short-Range
allMyVectors,660,652,locals,Short-Range
getLength,660,20,methods,Long-Range
vecLen,660,651,locals,Short-Range
DenseDoubleVector,665,197,classes,Long-Range
vecLen,665,664,locals,Short-Range
DenseDoubleVector.getLength,666,227,methods,Long-Range
vecLen,666,664,locals,Short-Range
l1NormTester,667,438,methods,Long-Range
myVec,667,665,locals,Short-Range
DenseDoubleVector.getLength,668,227,methods,Long-Range
vecLen,668,664,locals,Short-Range
DenseDoubleVector,673,197,classes,Long-Range
vecLen,673,672,locals,Short-Range
DenseDoubleVector.getLength,674,227,methods,Long-Range
vecLen,674,672,locals,Short-Range
l1NormTester,675,438,methods,Long-Range
myVec,675,673,locals,Short-Range
DenseDoubleVector.getLength,676,227,methods,Long-Range
vecLen,676,672,locals,Short-Range
SparseDoubleVector,681,297,classes,Long-Range
vecLen,681,680,locals,Short-Range
SparseDoubleVector.getLength,682,401,methods,Long-Range
vecLen,682,680,locals,Short-Range
l1NormTester,683,438,methods,Long-Range
myVec,683,681,locals,Short-Range
SparseDoubleVector.getLength,684,401,methods,Long-Range
vecLen,684,680,locals,Short-Range
SparseDoubleVector,689,297,classes,Long-Range
vecLen,689,688,locals,Short-Range
SparseDoubleVector.getLength,690,401,methods,Long-Range
vecLen,690,688,locals,Short-Range
l1NormTester,691,438,methods,Long-Range
myVec,691,689,locals,Short-Range
SparseDoubleVector.getLength,692,401,methods,Long-Range
vecLen,692,688,locals,Short-Range
Random,699,2,libraries,Long-Range
DenseDoubleVector,703,197,classes,Long-Range
vecLen,703,702,locals,Short-Range
SparseDoubleVector,704,297,classes,Long-Range
vecLen,704,702,locals,Short-Range
i,707,707,locals,Short-Range
vecLen,707,702,locals,Short-Range
i,708,707,locals,Short-Range
rng,708,699,locals,Short-Range
DenseDoubleVector.setItem,710,276,methods,Long-Range
i,710,707,locals,Short-Range
valToPut,710,708,locals,Short-Range
SparseDoubleVector.setItem,711,390,methods,Long-Range
i,711,707,locals,Short-Range
valToPut,711,708,locals,Short-Range
i,718,718,locals,Short-Range
vecLen,718,702,locals,Medium-Range
checkCloseEnough,720,425,methods,Long-Range
myVec1,720,703,locals,Medium-Range
i,720,718,locals,Short-Range
checkCloseEnough,721,425,methods,Long-Range
myVec2,721,704,locals,Medium-Range
i,721,718,locals,Short-Range
SparseDoubleVector,731,297,classes,Long-Range
vecLen,731,730,locals,Short-Range
SparseDoubleVector,732,297,classes,Long-Range
vecLen,732,730,locals,Short-Range
SparseDoubleVector.getItem,735,374,methods,Long-Range
SparseDoubleVector.getItem,740,374,methods,Long-Range
vecLen,740,730,locals,Short-Range
SparseDoubleVector.setItem,745,390,methods,Long-Range
SparseDoubleVector.setItem,750,390,methods,Long-Range
vecLen,750,730,locals,Medium-Range
SparseDoubleVector.getItem,755,374,methods,Long-Range
SparseDoubleVector.getItem,760,374,methods,Long-Range
vecLen,760,730,locals,Medium-Range
SparseDoubleVector.setItem,765,390,methods,Long-Range
SparseDoubleVector.setItem,770,390,methods,Long-Range
vecLen,770,730,locals,Long-Range
SparseDoubleVector.addMyselfToHim,775,352,methods,Long-Range
vec2,775,732,locals,Long-Range
SparseDoubleVector.addMyselfToHim,780,352,methods,Long-Range
vec1,780,731,locals,Long-Range
Random,795,2,libraries,Long-Range
i,798,798,locals,Short-Range
SparseDoubleVector,799,297,classes,Long-Range
i,799,798,locals,Short-Range
allMyVectors,799,797,locals,Short-Range
i,803,803,locals,Short-Range
j,806,806,locals,Short-Range
Math,807,3,libraries,Long-Range
rng,807,795,locals,Medium-Range
allMyVectors,809,797,locals,Medium-Range
whichOne,809,807,locals,Short-Range
setItem,809,19,methods,Long-Range
i,809,803,locals,Short-Range
getItem,809,18,methods,Long-Range
whichOne,811,807,locals,Short-Range
DenseDoubleVector,817,197,classes,Long-Range
i,818,818,locals,Short-Range
allMyVectors,820,797,locals,Medium-Range
i,820,818,locals,Short-Range
addMyselfToHim,820,17,methods,Long-Range
result,820,817,locals,Short-Range
i,827,827,locals,Short-Range
i,828,827,locals,Short-Range
checkCloseEnough,830,425,methods,Long-Range
DenseDoubleVector.getItem,830,267,methods,Long-Range
i,830,827,locals,Short-Range
expectedValue,830,828,locals,Short-Range
DenseDoubleVector,839,197,classes,Long-Range
vecLen,839,838,locals,Short-Range
DenseDoubleVector.getLength,840,227,methods,Long-Range
vecLen,840,838,locals,Short-Range
normalizeTester,841,539,methods,Long-Range
myVec,841,839,locals,Short-Range
DenseDoubleVector.getLength,842,227,methods,Long-Range
vecLen,842,838,locals,Short-Range
SparseDoubleVector,847,297,classes,Long-Range
vecLen,847,846,locals,Short-Range
SparseDoubleVector.getLength,848,401,methods,Long-Range
vecLen,848,846,locals,Short-Range
normalizeTester,849,539,methods,Long-Range
myVec,849,847,locals,Short-Range
SparseDoubleVector.getLength,850,401,methods,Long-Range
vecLen,850,846,locals,Short-Range
